drug_name	drug_id	chembl_id	atc_code	atc_level1	atc_level1_desc
SODIUM ZIRCONIUM CYCLOSILICATE	DRUG:SODIUM ZIRCONIUM CYCLOSILICATE	CHEMBL3301592	V03AE10	V	Various
CLOPIDOGREL	DRUG:CLOPIDOGREL	CHEMBL1771	B01AC04	B	Blood and blood forming organs
TEICOPLANIN	DRUG:TEICOPLANIN	CHEMBL4297166	J01XA02	J	Antiinfectives for systemic use
IDARUCIZUMAB	DRUG:IDARUCIZUMAB	CHEMBL3544996	V03AB37	V	Various
LORLATINIB	DRUG:LORLATINIB	CHEMBL3286830	L01ED05	L	Antineoplastic and immunomodulating agents
BUMETANIDE	DRUG:BUMETANIDE	CHEMBL1072	C03CA02	C	Cardiovascular system
EPHEDRINE	DRUG:EPHEDRINE	CHEMBL211456	A08AA56	A	Alimentary tract and metabolism
EPHEDRINE	DRUG:EPHEDRINE	CHEMBL211456	R01AA03	R	Respiratory system
ALISKIREN	DRUG:ALISKIREN	CHEMBL1639	C09XA02	C	Cardiovascular system
MORPHINE	DRUG:MORPHINE	CHEMBL70	A07DA52	A	Alimentary tract and metabolism
OPIPRAMOL	DRUG:OPIPRAMOL	CHEMBL370753	N06AA05	N	Nervous system
RAVULIZUMAB	DRUG:RAVULIZUMAB	CHEMBL3989986	L04AJ02	L	Antineoplastic and immunomodulating agents
IPRAGLIFLOZIN	DRUG:IPRAGLIFLOZIN	CHEMBL2018096	A10BK05	A	Alimentary tract and metabolism
ZANUBRUTINIB	DRUG:ZANUBRUTINIB	CHEMBL3936761	L01EL03	L	Antineoplastic and immunomodulating agents
MAVACAMTEN	DRUG:MAVACAMTEN	CHEMBL4297517	C01EB24	C	Cardiovascular system
TALAZOPARIB	DRUG:TALAZOPARIB	CHEMBL3137320	L01XK04	L	Antineoplastic and immunomodulating agents
TALIMOGENE LAHERPAREPVEC	DRUG:TALIMOGENE LAHERPAREPVEC	CHEMBL2108727	L01XL02	L	Antineoplastic and immunomodulating agents
IMETELSTAT	DRUG:IMETELSTAT	CHEMBL2107856	L01XX80	L	Antineoplastic and immunomodulating agents
PEGINESATIDE	DRUG:PEGINESATIDE	CHEMBL2107866	B03XA04	B	Blood and blood forming organs
EPTINEZUMAB	DRUG:EPTINEZUMAB	CHEMBL3833320	N02CD05	N	Nervous system
CETYLPYRIDINIUM	DRUG:CETYLPYRIDINIUM	CHEMBL305906	B05CA01	B	Blood and blood forming organs
TARLATAMAB	DRUG:TARLATAMAB	CHEMBL5095292	L01FX33	L	Antineoplastic and immunomodulating agents
GANIRELIX	DRUG:GANIRELIX	CHEMBL1251	H01CC01	H	Systemic hormonal preparations
SUCRALFATE	DRUG:SUCRALFATE	CHEMBL6067980	A02BX02	A	Alimentary tract and metabolism
POTASSIUM CITRATE	DRUG:POTASSIUM CITRATE	CHEMBL3989822	A12BA02	A	Alimentary tract and metabolism
HEXACHLOROPHENE	DRUG:HEXACHLOROPHENE	CHEMBL496	D08AE01	D	Dermatologicals
CILAZAPRIL	DRUG:CILAZAPRIL	CHEMBL515606	C09AA08	C	Cardiovascular system
NOMEGESTROL	DRUG:NOMEGESTROL	CHEMBL2105722	G03DB04	G	Genito-urinary system and sex hormones
PHENACETIN	DRUG:PHENACETIN	CHEMBL16073	N02BE03	N	Nervous system
PROPOXYPHENE	DRUG:PROPOXYPHENE	CHEMBL1213351	N02AC04	N	Nervous system
PHOLCODINE	DRUG:PHOLCODINE	CHEMBL2105224	R05DA08	R	Respiratory system
CEFPODOXIME	DRUG:CEFPODOXIME	CHEMBL1672	J01DD13	J	Antiinfectives for systemic use
LEVOBUNOLOL	DRUG:LEVOBUNOLOL	CHEMBL1201237	S01ED03	S	Sensory organs
NICOMORPHINE	DRUG:NICOMORPHINE	CHEMBL2106851	N02AA04	N	Nervous system
AUROTHIOGLUCOSE	DRUG:AUROTHIOGLUCOSE	CHEMBL1697725	M01CB04	M	Musculo-skeletal system
NIKETHAMIDE	DRUG:NIKETHAMIDE	CHEMBL2104607	R07AB02	R	Respiratory system
BUTAMIRATE	DRUG:BUTAMIRATE	CHEMBL1332546	R05DB13	R	Respiratory system
BENZALKONIUM	DRUG:BENZALKONIUM	CHEMBL1187417	R02AA16	R	Respiratory system
AMYL NITRITE	DRUG:AMYL NITRITE	CHEMBL3833339	V03AB22	V	Various
ACETYLLEUCINE	DRUG:ACETYLLEUCINE	CHEMBL1875805	N07CA04	N	Nervous system
NIAPRAZINE	DRUG:NIAPRAZINE	CHEMBL2105141	N05CM16	N	Nervous system
COLESEVELAM	DRUG:COLESEVELAM	CHEMBL6068331	C10AC04	C	Cardiovascular system
AVACOPAN	DRUG:AVACOPAN	CHEMBL3989871	L04AJ05	L	Antineoplastic and immunomodulating agents
DACOMITINIB	DRUG:DACOMITINIB	CHEMBL2105719	L01EB07	L	Antineoplastic and immunomodulating agents
UBROGEPANT	DRUG:UBROGEPANT	CHEMBL2364638	N02CD04	N	Nervous system
NERATINIB	DRUG:NERATINIB	CHEMBL180022	L01EH02	L	Antineoplastic and immunomodulating agents
ABEMACICLIB	DRUG:ABEMACICLIB	CHEMBL3301610	L01EF03	L	Antineoplastic and immunomodulating agents
BINIMETINIB	DRUG:BINIMETINIB	CHEMBL3187723	L01EE03	L	Antineoplastic and immunomodulating agents
LUMATEPERONE	DRUG:LUMATEPERONE	CHEMBL3306803	N05AD10	N	Nervous system
ELOTUZUMAB	DRUG:ELOTUZUMAB	CHEMBL1743010	L01FX08	L	Antineoplastic and immunomodulating agents
LEBRIKIZUMAB	DRUG:LEBRIKIZUMAB	CHEMBL1743035	D11AH10	D	Dermatologicals
LOTILANER	DRUG:LOTILANER	CHEMBL3707310	S01AX25	S	Sensory organs
SOTROVIMAB	DRUG:SOTROVIMAB	CHEMBL4650524	J06BD05	J	Antiinfectives for systemic use
PIRENZEPINE	DRUG:PIRENZEPINE	CHEMBL9967	A02BX03	A	Alimentary tract and metabolism
IPTACOPAN	DRUG:IPTACOPAN	CHEMBL4594448	L04AJ08	L	Antineoplastic and immunomodulating agents
TREMELIMUMAB	DRUG:TREMELIMUMAB	CHEMBL2108658	L01FX20	L	Antineoplastic and immunomodulating agents
PERTUZUMAB	DRUG:PERTUZUMAB	CHEMBL2007641	L01FD02	L	Antineoplastic and immunomodulating agents
PALIVIZUMAB	DRUG:PALIVIZUMAB	CHEMBL1201586	J06BD01	J	Antiinfectives for systemic use
CAPLACIZUMAB	DRUG:CAPLACIZUMAB	CHEMBL2109624	B01AX07	B	Blood and blood forming organs
MIRVETUXIMAB SORAVTANSINE	DRUG:MIRVETUXIMAB SORAVTANSINE	CHEMBL3545132	L01FX26	L	Antineoplastic and immunomodulating agents
ALBIGLUTIDE	DRUG:ALBIGLUTIDE	CHEMBL2107841	A10BJ04	A	Alimentary tract and metabolism
BEXAROTENE	DRUG:BEXAROTENE	CHEMBL1023	L01XF03	L	Antineoplastic and immunomodulating agents
APROTININ	DRUG:APROTININ	CHEMBL1201619	B02AB01	B	Blood and blood forming organs
QUININE	DRUG:QUININE	CHEMBL170	P01BC01	P	Antiparasitic products
QUETIAPINE	DRUG:QUETIAPINE	CHEMBL716	N05AH04	N	Nervous system
LOPERAMIDE	DRUG:LOPERAMIDE	CHEMBL841	A07DA03	A	Alimentary tract and metabolism
IOMEPROL	DRUG:IOMEPROL	CHEMBL2107214	V08AB10	V	Various
IRBESARTAN	DRUG:IRBESARTAN	CHEMBL1513	C09CA04	C	Cardiovascular system
CAPSAICIN	DRUG:CAPSAICIN	CHEMBL294199	M02AB01	M	Musculo-skeletal system
OXAPROZIN	DRUG:OXAPROZIN	CHEMBL1071	M01AE12	M	Musculo-skeletal system
RISPERIDONE	DRUG:RISPERIDONE	CHEMBL85	N05AX08	N	Nervous system
PERPHENAZINE	DRUG:PERPHENAZINE	CHEMBL567	N05AB03	N	Nervous system
ZICONOTIDE	DRUG:ZICONOTIDE	CHEMBL4594214	N02BG08	N	Nervous system
CEFUROXIME	DRUG:CEFUROXIME	CHEMBL1436	J01DC02	J	Antiinfectives for systemic use
CEFUROXIME	DRUG:CEFUROXIME	CHEMBL1436	S01AA27	S	Sensory organs
NYSTATIN	DRUG:NYSTATIN	CHEMBL5465559	A07AA02	A	Alimentary tract and metabolism
NYSTATIN	DRUG:NYSTATIN	CHEMBL5465559	G01AA51	G	Genito-urinary system and sex hormones
GANAXOLONE	DRUG:GANAXOLONE	CHEMBL1568698	N03AX27	N	Nervous system
FLUCYTOSINE	DRUG:FLUCYTOSINE	CHEMBL1463	D01AE21	D	Dermatologicals
EXENATIDE	DRUG:EXENATIDE	CHEMBL414357	A10BJ01	A	Alimentary tract and metabolism
CLIOQUINOL	DRUG:CLIOQUINOL	CHEMBL497	P01AA02	P	Antiparasitic products
CLIOQUINOL	DRUG:CLIOQUINOL	CHEMBL497	P01AA52	P	Antiparasitic products
CLIOQUINOL	DRUG:CLIOQUINOL	CHEMBL497	S02AA05	S	Sensory organs
PIRACETAM	DRUG:PIRACETAM	CHEMBL36715	N06BX03	N	Nervous system
BENPERIDOL	DRUG:BENPERIDOL	CHEMBL297302	N05AD07	N	Nervous system
CHLORZOXAZONE	DRUG:CHLORZOXAZONE	CHEMBL1371	M03BB73	M	Musculo-skeletal system
BICALUTAMIDE	DRUG:BICALUTAMIDE	CHEMBL409	L02BB03	L	Antineoplastic and immunomodulating agents
PENICILLIN G	DRUG:PENICILLIN G	CHEMBL29	J01CE01	J	Antiinfectives for systemic use
LENVATINIB	DRUG:LENVATINIB	CHEMBL1289601	L01EX08	L	Antineoplastic and immunomodulating agents
ETOMIDATE	DRUG:ETOMIDATE	CHEMBL681	N01AX07	N	Nervous system
DUTASTERIDE	DRUG:DUTASTERIDE	CHEMBL1200969	G04CB02	G	Genito-urinary system and sex hormones
LEVODOPA	DRUG:LEVODOPA	CHEMBL1009	N04BA01	N	Nervous system
LAMOTRIGINE	DRUG:LAMOTRIGINE	CHEMBL741	N03AX09	N	Nervous system
MOXONIDINE	DRUG:MOXONIDINE	CHEMBL19236	C02AC05	C	Cardiovascular system
UREA	DRUG:UREA	CHEMBL985	D02AE01	D	Dermatologicals
NILUTAMIDE	DRUG:NILUTAMIDE	CHEMBL1274	L02BB02	L	Antineoplastic and immunomodulating agents
PROBUCOL	DRUG:PROBUCOL	CHEMBL608	C10AX02	C	Cardiovascular system
ISRADIPINE	DRUG:ISRADIPINE	CHEMBL1648	C08CA03	C	Cardiovascular system
COCAINE	DRUG:COCAINE	CHEMBL370805	S01HA01	S	Sensory organs
TRETINOIN	DRUG:TRETINOIN	CHEMBL38	D10AD51	D	Dermatologicals
TRETINOIN	DRUG:TRETINOIN	CHEMBL38	L01XF01	L	Antineoplastic and immunomodulating agents
AMPICILLIN	DRUG:AMPICILLIN	CHEMBL174	J01CA01	J	Antiinfectives for systemic use
AMPICILLIN	DRUG:AMPICILLIN	CHEMBL174	J01CA51	J	Antiinfectives for systemic use
PRAMLINTIDE	DRUG:PRAMLINTIDE	CHEMBL2103758	A10BX05	A	Alimentary tract and metabolism
LEVOTHYROXINE SODIUM	DRUG:LEVOTHYROXINE SODIUM	CHEMBL2103741	H03AA01	H	Systemic hormonal preparations
MIGLITOL	DRUG:MIGLITOL	CHEMBL1561	A10BF02	A	Alimentary tract and metabolism
RITONAVIR	DRUG:RITONAVIR	CHEMBL163	J05AE03	J	Antiinfectives for systemic use
ALCOHOL	DRUG:ALCOHOL	CHEMBL545	V03AZ01	V	Various
ACETAMINOPHEN	DRUG:ACETAMINOPHEN	CHEMBL112	N02BE01	N	Nervous system
BUDESONIDE	DRUG:BUDESONIDE	CHEMBL1370	D07AC09	D	Dermatologicals
ETONOGESTREL	DRUG:ETONOGESTREL	CHEMBL1531	G03AC08	G	Genito-urinary system and sex hormones
SODIUM OXYBATE	DRUG:SODIUM OXYBATE	CHEMBL1200682	N07XX04	N	Nervous system
TIAPRIDE	DRUG:TIAPRIDE	CHEMBL84158	N05AL03	N	Nervous system
TREOSULFAN	DRUG:TREOSULFAN	CHEMBL455186	L01AB02	L	Antineoplastic and immunomodulating agents
DOCOSANOL	DRUG:DOCOSANOL	CHEMBL1200453	D06BB11	D	Dermatologicals
MEROPENEM	DRUG:MEROPENEM	CHEMBL127	J01DH02	J	Antiinfectives for systemic use
FLUMAZENIL	DRUG:FLUMAZENIL	CHEMBL407	V03AB25	V	Various
METOLAZONE	DRUG:METOLAZONE	CHEMBL878	C03BA08	C	Cardiovascular system
RETINOL	DRUG:RETINOL	CHEMBL986	A11CA01	A	Alimentary tract and metabolism
OPIUM	DRUG:OPIUM	CHEMBL2107914	A07DA02	A	Alimentary tract and metabolism
LANSOPRAZOLE	DRUG:LANSOPRAZOLE	CHEMBL480	A02BC53	A	Alimentary tract and metabolism
CLEMASTINE	DRUG:CLEMASTINE	CHEMBL1626	R06AA04	R	Respiratory system
CABAZITAXEL	DRUG:CABAZITAXEL	CHEMBL1201748	L01CD04	L	Antineoplastic and immunomodulating agents
SUFENTANIL	DRUG:SUFENTANIL	CHEMBL658	N01AH03	N	Nervous system
RUFINAMIDE	DRUG:RUFINAMIDE	CHEMBL1201754	N03AF03	N	Nervous system
SALICYLIC ACID	DRUG:SALICYLIC ACID	CHEMBL424	S01BC08	S	Sensory organs
HYDROQUINONE	DRUG:HYDROQUINONE	CHEMBL537	D11AX11	D	Dermatologicals
DOCETAXEL	DRUG:DOCETAXEL	CHEMBL3545252	L01CD02	L	Antineoplastic and immunomodulating agents
ERYTHROMYCIN	DRUG:ERYTHROMYCIN	CHEMBL532	D10AF52	D	Dermatologicals
DALFAMPRIDINE	DRUG:DALFAMPRIDINE	CHEMBL284348	N07XX07	N	Nervous system
ASUNAPREVIR	DRUG:ASUNAPREVIR	CHEMBL2105735	J05AP06	J	Antiinfectives for systemic use
MUPIROCIN	DRUG:MUPIROCIN	CHEMBL719	D06AX09	D	Dermatologicals
MAPROTILINE	DRUG:MAPROTILINE	CHEMBL21731	N06AA21	N	Nervous system
METRONIDAZOLE	DRUG:METRONIDAZOLE	CHEMBL137	A01AB17	A	Alimentary tract and metabolism
MICONAZOLE	DRUG:MICONAZOLE	CHEMBL91	A01AB09	A	Alimentary tract and metabolism
MICONAZOLE	DRUG:MICONAZOLE	CHEMBL91	D01AC52	D	Dermatologicals
RITODRINE	DRUG:RITODRINE	CHEMBL83063	G02CA01	G	Genito-urinary system and sex hormones
CLINDAMYCIN	DRUG:CLINDAMYCIN	CHEMBL1753	D10AF01	D	Dermatologicals
CLINDAMYCIN	DRUG:CLINDAMYCIN	CHEMBL1753	J01FF01	J	Antiinfectives for systemic use
ESTRAMUSTINE	DRUG:ESTRAMUSTINE	CHEMBL1575	L01XX11	L	Antineoplastic and immunomodulating agents
FLUNITRAZEPAM	DRUG:FLUNITRAZEPAM	CHEMBL13280	N05CD03	N	Nervous system
MANNITOL	DRUG:MANNITOL	CHEMBL689	A06AD16	A	Alimentary tract and metabolism
MEFENAMIC ACID	DRUG:MEFENAMIC ACID	CHEMBL686	M01AG01	M	Musculo-skeletal system
RILPIVIRINE	DRUG:RILPIVIRINE	CHEMBL175691	J05AG05	J	Antiinfectives for systemic use
DOXYCYCLINE	DRUG:DOXYCYCLINE	CHEMBL1200699	J01AA02	J	Antiinfectives for systemic use
NIACIN	DRUG:NIACIN	CHEMBL573	C04AC01	C	Cardiovascular system
PHENYTOIN	DRUG:PHENYTOIN	CHEMBL16	N03AB02	N	Nervous system
IBUPROFEN	DRUG:IBUPROFEN	CHEMBL521	C01EB16	C	Cardiovascular system
IBUPROFEN	DRUG:IBUPROFEN	CHEMBL521	M01AE01	M	Musculo-skeletal system
ADAPALENE	DRUG:ADAPALENE	CHEMBL1265	D10AD53	D	Dermatologicals
FLUTICASONE PROPIONATE	DRUG:FLUTICASONE PROPIONATE	CHEMBL1473	R03BA05	R	Respiratory system
DIMENHYDRINATE	DRUG:DIMENHYDRINATE	CHEMBL1200406	R06AA11	R	Respiratory system
NEVIRAPINE	DRUG:NEVIRAPINE	CHEMBL57	J05AG01	J	Antiinfectives for systemic use
ETIFOXINE	DRUG:ETIFOXINE	CHEMBL2106227	N05BX03	N	Nervous system
FENTANYL	DRUG:FENTANYL	CHEMBL596	N01AH51	N	Nervous system
INTERFERON BETA-1A	DRUG:INTERFERON BETA-1A	CHEMBL1201562	L03AB07	L	Antineoplastic and immunomodulating agents
QUINIDINE	DRUG:QUINIDINE	CHEMBL1294	C01BA71	C	Cardiovascular system
TETRACYCLINE	DRUG:TETRACYCLINE	CHEMBL1440	A01AB13	A	Alimentary tract and metabolism
INDOMETHACIN	DRUG:INDOMETHACIN	CHEMBL6	M01AB51	M	Musculo-skeletal system
INDOMETHACIN	DRUG:INDOMETHACIN	CHEMBL6	S01BC01	S	Sensory organs
EVEROLIMUS	DRUG:EVEROLIMUS	CHEMBL1908360	L04AH02	L	Antineoplastic and immunomodulating agents
CEFMETAZOLE	DRUG:CEFMETAZOLE	CHEMBL1201195	J01DC09	J	Antiinfectives for systemic use
RIFAMYCIN	DRUG:RIFAMYCIN	CHEMBL437765	D06AX15	D	Dermatologicals
ECONAZOLE	DRUG:ECONAZOLE	CHEMBL808	D01AC03	D	Dermatologicals
ECONAZOLE	DRUG:ECONAZOLE	CHEMBL808	G01AF05	G	Genito-urinary system and sex hormones
MILTEFOSINE	DRUG:MILTEFOSINE	CHEMBL125	P01CX04	P	Antiparasitic products
NATEGLINIDE	DRUG:NATEGLINIDE	CHEMBL783	A10BX03	A	Alimentary tract and metabolism
CINNARIZINE	DRUG:CINNARIZINE	CHEMBL43064	N07CA02	N	Nervous system
UBIDECARENONE	DRUG:UBIDECARENONE	CHEMBL454801	C01EB09	C	Cardiovascular system
ALITRETINOIN	DRUG:ALITRETINOIN	CHEMBL705	L01XF02	L	Antineoplastic and immunomodulating agents
DARUNAVIR	DRUG:DARUNAVIR	CHEMBL1323	J05AE10	J	Antiinfectives for systemic use
SUNITINIB	DRUG:SUNITINIB	CHEMBL535	L01EX01	L	Antineoplastic and immunomodulating agents
RIOCIGUAT	DRUG:RIOCIGUAT	CHEMBL2107834	C02KX05	C	Cardiovascular system
TRIAMCINOLONE	DRUG:TRIAMCINOLONE	CHEMBL1451	C05AA12	C	Cardiovascular system
TRIAMCINOLONE	DRUG:TRIAMCINOLONE	CHEMBL1451	D07AB09	D	Dermatologicals
METHOHEXITAL	DRUG:METHOHEXITAL	CHEMBL7413	N01AF01	N	Nervous system
ETRAVIRINE	DRUG:ETRAVIRINE	CHEMBL308954	J05AG04	J	Antiinfectives for systemic use
PRALATREXATE	DRUG:PRALATREXATE	CHEMBL1201746	L01BA05	L	Antineoplastic and immunomodulating agents
GALSULFASE	DRUG:GALSULFASE	CHEMBL1201822	A16AB08	A	Alimentary tract and metabolism
INTERFERON ALFA-2B	DRUG:INTERFERON ALFA-2B	CHEMBL1201558	L03AB05	L	Antineoplastic and immunomodulating agents
LACOSAMIDE	DRUG:LACOSAMIDE	CHEMBL58323	N03AX18	N	Nervous system
ISOTRETINOIN	DRUG:ISOTRETINOIN	CHEMBL547	D10AD04	D	Dermatologicals
THEOBROMINE	DRUG:THEOBROMINE	CHEMBL1114	R03DA07	R	Respiratory system
ACAMPROSATE	DRUG:ACAMPROSATE	CHEMBL1201293	N07BB03	N	Nervous system
LOFEXIDINE	DRUG:LOFEXIDINE	CHEMBL17860	N07BC04	N	Nervous system
NICARDIPINE	DRUG:NICARDIPINE	CHEMBL1484	C08CA04	C	Cardiovascular system
PROMETHAZINE	DRUG:PROMETHAZINE	CHEMBL643	D04AA10	D	Dermatologicals
REMIFENTANIL	DRUG:REMIFENTANIL	CHEMBL1005	N01AH06	N	Nervous system
AMIODARONE	DRUG:AMIODARONE	CHEMBL633	C01BD01	C	Cardiovascular system
CLOXACILLIN	DRUG:CLOXACILLIN	CHEMBL891	J01CF02	J	Antiinfectives for systemic use
ALFENTANIL	DRUG:ALFENTANIL	CHEMBL634	N01AH02	N	Nervous system
ACECLOFENAC	DRUG:ACECLOFENAC	CHEMBL93645	M02AA25	M	Musculo-skeletal system
CHLORAMPHENICOL	DRUG:CHLORAMPHENICOL	CHEMBL130	S02AA01	S	Sensory organs
PRIMAQUINE	DRUG:PRIMAQUINE	CHEMBL506	P01BA03	P	Antiparasitic products
ATORVASTATIN	DRUG:ATORVASTATIN	CHEMBL1487	C10AA05	C	Cardiovascular system
ATAZANAVIR	DRUG:ATAZANAVIR	CHEMBL1163	J05AE08	J	Antiinfectives for systemic use
PHENELZINE	DRUG:PHENELZINE	CHEMBL1089	N06AF03	N	Nervous system
BENZYDAMINE	DRUG:BENZYDAMINE	CHEMBL12610	A01AD02	A	Alimentary tract and metabolism
PERTUSSIS VACCINE	DRUG:PERTUSSIS VACCINE	CHEMBL2109219	J07AJ02	J	Antiinfectives for systemic use
ALOSETRON	DRUG:ALOSETRON	CHEMBL1110	A03AE01	A	Alimentary tract and metabolism
ERGOTAMINE	DRUG:ERGOTAMINE	CHEMBL442	N02CA02	N	Nervous system
CHLORHEXIDINE	DRUG:CHLORHEXIDINE	CHEMBL790	A01AB03	A	Alimentary tract and metabolism
CHLORHEXIDINE	DRUG:CHLORHEXIDINE	CHEMBL790	R02AA05	R	Respiratory system
CHLORHEXIDINE	DRUG:CHLORHEXIDINE	CHEMBL790	S02AA09	S	Sensory organs
OLOPATADINE	DRUG:OLOPATADINE	CHEMBL1189432	R01AC08	R	Respiratory system
AMILORIDE	DRUG:AMILORIDE	CHEMBL945	C03DB01	C	Cardiovascular system
XYLOMETAZOLINE	DRUG:XYLOMETAZOLINE	CHEMBL312448	S01GA53	S	Sensory organs
METHOXYFLURANE	DRUG:METHOXYFLURANE	CHEMBL1341	N02BG09	N	Nervous system
SIROLIMUS	DRUG:SIROLIMUS	CHEMBL413	L01EG04	L	Antineoplastic and immunomodulating agents
MONTELUKAST	DRUG:MONTELUKAST	CHEMBL787	R03DC03	R	Respiratory system
MEPIVACAINE	DRUG:MEPIVACAINE	CHEMBL1087	N01BB03	N	Nervous system
MEPIVACAINE	DRUG:MEPIVACAINE	CHEMBL1087	N01BB53	N	Nervous system
VARENICLINE	DRUG:VARENICLINE	CHEMBL1076903	N07BA03	N	Nervous system
VARENICLINE	DRUG:VARENICLINE	CHEMBL1076903	S01XA28	S	Sensory organs
DIHYDROCODEINE	DRUG:DIHYDROCODEINE	CHEMBL1595	N02AA58	N	Nervous system
LIDOCAINE	DRUG:LIDOCAINE	CHEMBL79	C01BB01	C	Cardiovascular system
LIDOCAINE	DRUG:LIDOCAINE	CHEMBL79	N01BB52	N	Nervous system
TREPROSTINIL	DRUG:TREPROSTINIL	CHEMBL1237119	B01AC21	B	Blood and blood forming organs
EPINEPHRINE	DRUG:EPINEPHRINE	CHEMBL679	C01CA24	C	Cardiovascular system
AMBROXOL	DRUG:AMBROXOL	CHEMBL153479	R05CB06	R	Respiratory system
ABIRATERONE	DRUG:ABIRATERONE	CHEMBL254328	L02BX03	L	Antineoplastic and immunomodulating agents
BETAHISTINE	DRUG:BETAHISTINE	CHEMBL24441	N07CA01	N	Nervous system
MIANSERIN	DRUG:MIANSERIN	CHEMBL6437	N06AX03	N	Nervous system
NEOMYCIN	DRUG:NEOMYCIN	CHEMBL3989751	A01AB08	A	Alimentary tract and metabolism
NEOMYCIN	DRUG:NEOMYCIN	CHEMBL3989751	D06AX04	D	Dermatologicals
DESIPRAMINE	DRUG:DESIPRAMINE	CHEMBL72	N06AA01	N	Nervous system
SCOPOLAMINE	DRUG:SCOPOLAMINE	CHEMBL569713	A04AD01	A	Alimentary tract and metabolism
FELBAMATE	DRUG:FELBAMATE	CHEMBL1094	N03AX10	N	Nervous system
PREDNISOLONE	DRUG:PREDNISOLONE	CHEMBL131	A07EA01	A	Alimentary tract and metabolism
PREDNISOLONE	DRUG:PREDNISOLONE	CHEMBL131	H02AB06	H	Systemic hormonal preparations
ALDESLEUKIN	DRUG:ALDESLEUKIN	CHEMBL1201438	L03AC01	L	Antineoplastic and immunomodulating agents
GLIMEPIRIDE	DRUG:GLIMEPIRIDE	CHEMBL1481	A10BB12	A	Alimentary tract and metabolism
TEMOZOLOMIDE	DRUG:TEMOZOLOMIDE	CHEMBL810	L01AX03	L	Antineoplastic and immunomodulating agents
FLUCONAZOLE	DRUG:FLUCONAZOLE	CHEMBL106	D01AC15	D	Dermatologicals
FLUOCINONIDE	DRUG:FLUOCINONIDE	CHEMBL1501	C05AA11	C	Cardiovascular system
GEMFIBROZIL	DRUG:GEMFIBROZIL	CHEMBL457	C10AB04	C	Cardiovascular system
DOCUSATE SODIUM	DRUG:DOCUSATE SODIUM	CHEMBL1905872	A06AA02	A	Alimentary tract and metabolism
TAGRAXOFUSP	DRUG:TAGRAXOFUSP	CHEMBL4297573	L01XX67	L	Antineoplastic and immunomodulating agents
GADOPICLENOL	DRUG:GADOPICLENOL	CHEMBL4297634	V08CA12	V	Various
FARICIMAB	DRUG:FARICIMAB	CHEMBL4297750	S01LA09	S	Sensory organs
GOLODIRSEN	DRUG:GOLODIRSEN	CHEMBL4297762	M09AX08	M	Musculo-skeletal system
CEMIPLIMAB	DRUG:CEMIPLIMAB	CHEMBL4297723	L01FF06	L	Antineoplastic and immunomodulating agents
ROPEGINTERFERON ALFA-2B	DRUG:ROPEGINTERFERON ALFA-2B	CHEMBL4297819	L03AB15	L	Antineoplastic and immunomodulating agents
TISLELIZUMAB	DRUG:TISLELIZUMAB	CHEMBL4297840	L01FF09	L	Antineoplastic and immunomodulating agents
FOLLITROPIN	DRUG:FOLLITROPIN	CHEMBL4297955	G03GA10	G	Genito-urinary system and sex hormones
CLOZAPINE	DRUG:CLOZAPINE	CHEMBL42	N05AH02	N	Nervous system
FLUTAMIDE	DRUG:FLUTAMIDE	CHEMBL806	L02BB01	L	Antineoplastic and immunomodulating agents
PEGINTERFERON ALFA-2B	DRUG:PEGINTERFERON ALFA-2B	CHEMBL1201561	L03AB10	L	Antineoplastic and immunomodulating agents
PHENYLEPHRINE	DRUG:PHENYLEPHRINE	CHEMBL1215	S01GA05	S	Sensory organs
TERIFLUNOMIDE	DRUG:TERIFLUNOMIDE	CHEMBL973	L04AK02	L	Antineoplastic and immunomodulating agents
RIFAXIMIN	DRUG:RIFAXIMIN	CHEMBL1617	D06AX11	D	Dermatologicals
VALDECOXIB	DRUG:VALDECOXIB	CHEMBL865	M01AH03	M	Musculo-skeletal system
TOLBUTAMIDE	DRUG:TOLBUTAMIDE	CHEMBL782	A10BB03	A	Alimentary tract and metabolism
INTERFERON BETA-1B	DRUG:INTERFERON BETA-1B	CHEMBL1201563	L03AB08	L	Antineoplastic and immunomodulating agents
FUTIBATINIB	DRUG:FUTIBATINIB	CHEMBL3701238	L01EN04	L	Antineoplastic and immunomodulating agents
CICLESONIDE	DRUG:CICLESONIDE	CHEMBL2040682	R03BA08	R	Respiratory system
METHIMAZOLE	DRUG:METHIMAZOLE	CHEMBL1515	H03BB52	H	Systemic hormonal preparations
ACETIC ACID	DRUG:ACETIC ACID	CHEMBL539	G01AD02	G	Genito-urinary system and sex hormones
GADODIAMIDE	DRUG:GADODIAMIDE	CHEMBL1200346	V08CA03	V	Various
PIROXICAM	DRUG:PIROXICAM	CHEMBL527	M02AA07	M	Musculo-skeletal system
PIROXICAM	DRUG:PIROXICAM	CHEMBL527	S01BC06	S	Sensory organs
HYDROCHLOROTHIAZIDE	DRUG:HYDROCHLOROTHIAZIDE	CHEMBL435	C03AX01	C	Cardiovascular system
FUSIDIC ACID	DRUG:FUSIDIC ACID	CHEMBL374975	D06AX01	D	Dermatologicals
LEVOBUPIVACAINE	DRUG:LEVOBUPIVACAINE	CHEMBL1201193	N01BB10	N	Nervous system
DESONIDE	DRUG:DESONIDE	CHEMBL1201109	D07AB08	D	Dermatologicals
