id	name	category
DRUG:MEPACRINE	MEPACRINE	Drug
DRUG:MEPAZINE ACETATE	MEPAZINE ACETATE	Drug
DRUG:MEPENZOLATE BROMIDE	MEPENZOLATE BROMIDE	Drug
DRUG:MEPERIDINE	MEPERIDINE	Drug
DRUG:MEPERIDINE HYDROCHLORIDE	MEPERIDINE HYDROCHLORIDE	Drug
DRUG:MEPHEDRONE	MEPHEDRONE	Drug
DRUG:MEPHENESIN	MEPHENESIN	Drug
DRUG:MEPHENOXALONE	MEPHENOXALONE	Drug
DRUG:MEPHENTERMINE SULFATE	MEPHENTERMINE SULFATE	Drug
DRUG:MEPHENYTOIN	MEPHENYTOIN	Drug
DRUG:MEPHOBARBITAL\PHENYTOIN	MEPHOBARBITAL\PHENYTOIN	Drug
DRUG:MEPIVACAINE	MEPIVACAINE	Drug
DRUG:MEPIVACAINE HYDROCHLORIDE	MEPIVACAINE HYDROCHLORIDE	Drug
DRUG:MEPOLIZUMAB	MEPOLIZUMAB	Drug
DRUG:MEPREDNISONE	MEPREDNISONE	Drug
DRUG:MEPROBAMATE	MEPROBAMATE	Drug
DRUG:MEPTAZINOL	MEPTAZINOL	Drug
DRUG:MEPYRAMINE	MEPYRAMINE	Drug
DRUG:MEQUINOL	MEQUINOL	Drug
DRUG:MEQUITAZINE	MEQUITAZINE	Drug
DRUG:MERCAPTAMINE	MERCAPTAMINE	Drug
DRUG:MERCAPTOPURINE	MERCAPTOPURINE	Drug
DRUG:MERESTINIB	MERESTINIB	Drug
DRUG:MERETHOXYLLINE PROCAINE	MERETHOXYLLINE PROCAINE	Drug
DRUG:MERIMEPODIB	MERIMEPODIB	Drug
DRUG:MEROPENEM	MEROPENEM	Drug
DRUG:MEROPENEM;VABORBACTAM	MEROPENEM;VABORBACTAM	Drug
DRUG:MEROPENEM\SODIUM CHLORIDE	MEROPENEM\SODIUM CHLORIDE	Drug
DRUG:MESALAMINE	MESALAMINE	Drug
DRUG:MESALAZINE	MESALAZINE	Drug
DRUG:MESALAZINE, TRIAL	MESALAZINE, TRIAL	Drug
DRUG:MESDOPETAM	MESDOPETAM	Drug
DRUG:MESNA	MESNA	Drug
DRUG:MESORIDAZINE BESYLATE	MESORIDAZINE BESYLATE	Drug
DRUG:MESTEROLONE	MESTEROLONE	Drug
DRUG:MESTRANOL	MESTRANOL	Drug
DRUG:MESTRANOL;NORETHISTERONE	MESTRANOL;NORETHISTERONE	Drug
DRUG:MESUXIMIDE	MESUXIMIDE	Drug
DRUG:METAMFETAMINE	METAMFETAMINE	Drug
DRUG:METAMIZOLE	METAMIZOLE	Drug
DRUG:METANDIENONE	METANDIENONE	Drug
DRUG:METAPROTERENOL SULFATE	METAPROTERENOL SULFATE	Drug
DRUG:METARAMINOL	METARAMINOL	Drug
DRUG:METARAMINOL BITARTRATE	METARAMINOL BITARTRATE	Drug
DRUG:METAXALONE	METAXALONE	Drug
DRUG:METELIMUMAB	METELIMUMAB	Drug
DRUG:METENOLONE	METENOLONE	Drug
DRUG:METFORMIN	METFORMIN	Drug
DRUG:METFORMIN HYDROCHLORIDE	METFORMIN HYDROCHLORIDE	Drug
DRUG:METFORMIN HYDROCHLORIDE\SITAGLIPTIN PHOSPHATE	METFORMIN HYDROCHLORIDE\SITAGLIPTIN PHOSPHATE	Drug
DRUG:METFORMIN HYDROCHLORIDE\VILDAGLIPTIN	METFORMIN HYDROCHLORIDE\VILDAGLIPTIN	Drug
DRUG:METFORMIN;PIOGLITAZONE	METFORMIN;PIOGLITAZONE	Drug
DRUG:METFORMIN;ROSIGLITAZONE	METFORMIN;ROSIGLITAZONE	Drug
DRUG:METFORMIN;SAXAGLIPTIN	METFORMIN;SAXAGLIPTIN	Drug
DRUG:METFORMIN;SITAGLIPTIN	METFORMIN;SITAGLIPTIN	Drug
DRUG:METFORMIN;VILDAGLIPTIN	METFORMIN;VILDAGLIPTIN	Drug
DRUG:METFORMIN\VILDAGLIPTIN	METFORMIN\VILDAGLIPTIN	Drug
DRUG:METHACHOLINE CHLORIDE	METHACHOLINE CHLORIDE	Drug
DRUG:METHADONE	METHADONE	Drug
DRUG:METHADONE HYDROCHLORIDE	METHADONE HYDROCHLORIDE	Drug
DRUG:METHAMPHETAMINE	METHAMPHETAMINE	Drug
DRUG:METHAMPHETAMINE HYDROCHLORIDE	METHAMPHETAMINE HYDROCHLORIDE	Drug
DRUG:METHANDROSTENOLONE	METHANDROSTENOLONE	Drug
DRUG:METHANOL	METHANOL	Drug
DRUG:METHANTHELINE BROMIDE	METHANTHELINE BROMIDE	Drug
DRUG:METHAPYRILENE FUMARATE	METHAPYRILENE FUMARATE	Drug
DRUG:METHAPYRILENE HYDROCHLORIDE	METHAPYRILENE HYDROCHLORIDE	Drug
DRUG:METHAQUALONE	METHAQUALONE	Drug
DRUG:METHAQUALONE HYDROCHLORIDE	METHAQUALONE HYDROCHLORIDE	Drug
DRUG:METHARBITAL	METHARBITAL	Drug
DRUG:METHAZOLAMIDE	METHAZOLAMIDE	Drug
DRUG:METHDILAZINE	METHDILAZINE	Drug
DRUG:METHDILAZINE HYDROCHLORIDE	METHDILAZINE HYDROCHLORIDE	Drug
DRUG:METHENAMINE	METHENAMINE	Drug
DRUG:METHIMAZOLE	METHIMAZOLE	Drug
DRUG:METHIXENE HYDROCHLORIDE	METHIXENE HYDROCHLORIDE	Drug
DRUG:METHOCARBAMOL	METHOCARBAMOL	Drug
DRUG:METHOCARBAMOL;PARACETAMOL	METHOCARBAMOL;PARACETAMOL	Drug
DRUG:METHOHEXITAL	METHOHEXITAL	Drug
DRUG:METHOHEXITAL SODIUM	METHOHEXITAL SODIUM	Drug
DRUG:METHOTREXATE	METHOTREXATE	Drug
DRUG:METHOTREXATE SODIUM	METHOTREXATE SODIUM	Drug
DRUG:METHOXAMINE HYDROCHLORIDE	METHOXAMINE HYDROCHLORIDE	Drug
DRUG:METHOXSALEN	METHOXSALEN	Drug
DRUG:METHOXY POLYETHYLENE GLYCOL-EPOETIN BETA	METHOXY POLYETHYLENE GLYCOL-EPOETIN BETA	Drug
DRUG:METHOXYFLURANE	METHOXYFLURANE	Drug
DRUG:METHSCOPOLAMINE BROMIDE	METHSCOPOLAMINE BROMIDE	Drug
DRUG:METHSUXIMIDE	METHSUXIMIDE	Drug
DRUG:METHYCLOTHIAZIDE	METHYCLOTHIAZIDE	Drug
DRUG:METHYLCELLULOSES	METHYLCELLULOSES	Drug
DRUG:METHYLCOBALAMIN	METHYLCOBALAMIN	Drug
DRUG:METHYLDOPA	METHYLDOPA	Drug
DRUG:METHYLDOPATE HYDROCHLORIDE	METHYLDOPATE HYDROCHLORIDE	Drug
DRUG:METHYLECGONINE	METHYLECGONINE	Drug
DRUG:METHYLENE BLUE	METHYLENE BLUE	Drug
DRUG:METHYLENE BLUE ANHYDROUS	METHYLENE BLUE ANHYDROUS	Drug
DRUG:METHYLENEDIOXYPIROVALERONE	METHYLENEDIOXYPIROVALERONE	Drug
DRUG:METHYLENEDIOXYPYROVALERONE HYDROCHLORIDE	METHYLENEDIOXYPYROVALERONE HYDROCHLORIDE	Drug
DRUG:METHYLENEDIOXYPYRROLIDINOHEXIOPHENONE	METHYLENEDIOXYPYRROLIDINOHEXIOPHENONE	Drug
DRUG:METHYLEPHEDRINE	METHYLEPHEDRINE	Drug
DRUG:METHYLERGOMETRINE	METHYLERGOMETRINE	Drug
DRUG:METHYLERGONOVINE MALEATE	METHYLERGONOVINE MALEATE	Drug
DRUG:METHYLNALTREXONE	METHYLNALTREXONE	Drug
DRUG:METHYLNALTREXONE BROMIDE	METHYLNALTREXONE BROMIDE	Drug
DRUG:METHYLPHENIDATE	METHYLPHENIDATE	Drug
DRUG:METHYLPHENIDATE HYDROCHLORIDE	METHYLPHENIDATE HYDROCHLORIDE	Drug
DRUG:METHYLPREDNISOLONE	METHYLPREDNISOLONE	Drug
DRUG:METHYLPREDNISOLONE ACETATE	METHYLPREDNISOLONE ACETATE	Drug
DRUG:METHYLPREDNISOLONE SODIUM SUCCINATE	METHYLPREDNISOLONE SODIUM SUCCINATE	Drug
DRUG:METHYLSAMIDORPHAN	METHYLSAMIDORPHAN	Drug
DRUG:METHYLSULFONYLMETHANE	METHYLSULFONYLMETHANE	Drug
DRUG:METHYLTESTOSTERONE	METHYLTESTOSTERONE	Drug
DRUG:METHYLTHIONINIUM	METHYLTHIONINIUM	Drug
DRUG:METHYPRYLON	METHYPRYLON	Drug
DRUG:METHYSERGIDE MALEATE	METHYSERGIDE MALEATE	Drug
DRUG:METILDIGOXIN	METILDIGOXIN	Drug
DRUG:METIPRANOLOL HYDROCHLORIDE	METIPRANOLOL HYDROCHLORIDE	Drug
DRUG:METOCLOPRAMIDE	METOCLOPRAMIDE	Drug
DRUG:METOCLOPRAMIDE HYDROCHLORIDE	METOCLOPRAMIDE HYDROCHLORIDE	Drug
DRUG:METOCURINE IODIDE	METOCURINE IODIDE	Drug
DRUG:METOLAZONE	METOLAZONE	Drug
DRUG:METOPIMAZINE	METOPIMAZINE	Drug
DRUG:METOPROLOL	METOPROLOL	Drug
DRUG:METOPROLOL FUMARATE	METOPROLOL FUMARATE	Drug
DRUG:METOPROLOL SUCCINATE	METOPROLOL SUCCINATE	Drug
DRUG:METOPROLOL TARTRATE	METOPROLOL TARTRATE	Drug
DRUG:METRELEPTIN	METRELEPTIN	Drug
DRUG:METROGEL GEL, 1%	METROGEL GEL, 1%	Drug
DRUG:METRONIDAZOLE	METRONIDAZOLE	Drug
DRUG:METYRAPONE	METYRAPONE	Drug
DRUG:METYROSINE	METYROSINE	Drug
DRUG:MEVIDALEN	MEVIDALEN	Drug
DRUG:MEXILETINE	MEXILETINE	Drug
DRUG:MEXILETINE HYDROCHLORIDE	MEXILETINE HYDROCHLORIDE	Drug
DRUG:MEZAGITAMAB	MEZAGITAMAB	Drug
DRUG:MEZLOCILLIN	MEZLOCILLIN	Drug
DRUG:MF101	MF101	Drug
DRUG:MIANSERIN	MIANSERIN	Drug
DRUG:MIBAMPATOR	MIBAMPATOR	Drug
DRUG:MIBAVADEMAB	MIBAVADEMAB	Drug
DRUG:MIBEFRADIL DIHYDROCHLORIDE	MIBEFRADIL DIHYDROCHLORIDE	Drug
DRUG:MICAFUNGIN	MICAFUNGIN	Drug
DRUG:MICAFUNGIN SODIUM	MICAFUNGIN SODIUM	Drug
DRUG:MICONAZOLE	MICONAZOLE	Drug
DRUG:MICONAZOLE NITRATE	MICONAZOLE NITRATE	Drug
DRUG:MIDAZOLAM	MIDAZOLAM	Drug
DRUG:MIDAZOLAM HYDROCHLORIDE	MIDAZOLAM HYDROCHLORIDE	Drug
DRUG:MIDODRINE	MIDODRINE	Drug
DRUG:MIDODRINE HYDROCHLORIDE	MIDODRINE HYDROCHLORIDE	Drug
DRUG:MIDOL MENSTRUAL COMPLETE FORMULA	MIDOL MENSTRUAL COMPLETE FORMULA	Drug
DRUG:MIDOMAFETAMINE	MIDOMAFETAMINE	Drug
DRUG:MIDOSTAURIN	MIDOSTAURIN	Drug
DRUG:MIFAMURTIDE	MIFAMURTIDE	Drug
DRUG:MIFEPRISTONE	MIFEPRISTONE	Drug
DRUG:MIGALASTAT	MIGALASTAT	Drug
DRUG:MIGALASTAT HYDROCHLORIDE	MIGALASTAT HYDROCHLORIDE	Drug
DRUG:MIGLITOL	MIGLITOL	Drug
DRUG:MIGLUSTAT	MIGLUSTAT	Drug
DRUG:MIK-BETA-1	MIK-BETA-1	Drug
DRUG:MILATAXEL	MILATAXEL	Drug
DRUG:MILATUZUMAB	MILATUZUMAB	Drug
DRUG:MILCICLIB	MILCICLIB	Drug
DRUG:MILNACIPRAN	MILNACIPRAN	Drug
DRUG:MILNACIPRAN HYDROCHLORIDE	MILNACIPRAN HYDROCHLORIDE	Drug
DRUG:MILRINONE	MILRINONE	Drug
DRUG:MILRINONE LACTATE	MILRINONE LACTATE	Drug
DRUG:MILTEFOSINE	MILTEFOSINE	Drug
DRUG:MILVETEROL	MILVETEROL	Drug
DRUG:MILVEXIAN	MILVEXIAN	Drug
DRUG:MINAPRINE	MINAPRINE	Drug
DRUG:MINAPRINE HYDROCHLORIDE	MINAPRINE HYDROCHLORIDE	Drug
DRUG:MINERAL OIL	MINERAL OIL	Drug
DRUG:MINERAL OIL\PETROLATUM	MINERAL OIL\PETROLATUM	Drug
DRUG:MINERALS, UNSPECIFIED	MINERALS, UNSPECIFIED	Drug
DRUG:MINERALS, UNSPECIFIED;VITAMINS, UNSPECIFIED	MINERALS, UNSPECIFIED;VITAMINS, UNSPECIFIED	Drug
DRUG:MINERALS, UNSPECIFIED;VITAMINS, UNSPECIFIED;NUTRIENTS, UNSPECIFIED	MINERALS, UNSPECIFIED;VITAMINS, UNSPECIFIED;NUTRIENTS, UNSPECIFIED	Drug
DRUG:MINERALS\VITAMINS	MINERALS\VITAMINS	Drug
DRUG:MINOCYCLINE	MINOCYCLINE	Drug
DRUG:MINOCYCLINE HYDROCHLORIDE	MINOCYCLINE HYDROCHLORIDE	Drug
DRUG:MINODRONIC ACID	MINODRONIC ACID	Drug
DRUG:MINOPAFANT	MINOPAFANT	Drug
DRUG:MINOXIDIL	MINOXIDIL	Drug
DRUG:MIPOMERSEN	MIPOMERSEN	Drug
DRUG:MIPSAGARGIN	MIPSAGARGIN	Drug
DRUG:MIRABEGRON	MIRABEGRON	Drug
DRUG:MIRANSERTIB	MIRANSERTIB	Drug
DRUG:MIRDAMETINIB	MIRDAMETINIB	Drug
DRUG:MIRIDESAP	MIRIDESAP	Drug
DRUG:MIRIKIZUMAB	MIRIKIZUMAB	Drug
DRUG:MIROCOCEPT	MIROCOCEPT	Drug
DRUG:MIROGABALIN BESYLATE	MIROGABALIN BESYLATE	Drug
DRUG:MIRTAZAPINE	MIRTAZAPINE	Drug
DRUG:MIRVASO TOPICAL GEL, 0.33%	MIRVASO TOPICAL GEL, 0.33%	Drug
DRUG:MIRVETUXIMAB	MIRVETUXIMAB	Drug
DRUG:MIRVETUXIMAB SORAVTANSINE	MIRVETUXIMAB SORAVTANSINE	Drug
DRUG:MISOPROSTOL	MISOPROSTOL	Drug
DRUG:MITAPIVAT	MITAPIVAT	Drug
DRUG:MITAPIVAT SULFATE	MITAPIVAT SULFATE	Drug
DRUG:MITEMCINAL	MITEMCINAL	Drug
DRUG:MITEMCINAL FUMARATE	MITEMCINAL FUMARATE	Drug
DRUG:MITIGLINIDE	MITIGLINIDE	Drug
DRUG:MITIGLINIDE CALCIUM DIHYDRATE	MITIGLINIDE CALCIUM DIHYDRATE	Drug
DRUG:MITOMYCIN	MITOMYCIN	Drug
DRUG:MITOTANE	MITOTANE	Drug
DRUG:MITOXANTRONE	MITOXANTRONE	Drug
DRUG:MITOXANTRONE HYDROCHLORIDE	MITOXANTRONE HYDROCHLORIDE	Drug
DRUG:MITRAGYNA SPP	MITRAGYNA SPP	Drug
DRUG:MIVACURIUM	MIVACURIUM	Drug
DRUG:MIVACURIUM CHLORIDE	MIVACURIUM CHLORIDE	Drug
DRUG:MIVAVOTINIB CITRATE	MIVAVOTINIB CITRATE	Drug
DRUG:MIZOLASTINE	MIZOLASTINE	Drug
DRUG:MIZORIBINE	MIZORIBINE	Drug
DRUG:MK-0249	MK-0249	Drug
DRUG:MK-0533	MK-0533	Drug
DRUG:MK-0557	MK-0557	Drug
DRUG:MK-0736	MK-0736	Drug
DRUG:MK-0767	MK-0767	Drug
DRUG:MK-0773	MK-0773	Drug
DRUG:MK-0812	MK-0812	Drug
DRUG:MK-0873	MK-0873	Drug
DRUG:MK-0893	MK-0893	Drug
DRUG:MK-0941	MK-0941	Drug
DRUG:MK-1029	MK-1029	Drug
DRUG:MK-1496	MK-1496	Drug
DRUG:MK-2201	MK-2201	Drug
DRUG:MK-2206	MK-2206	Drug
DRUG:MK-2461	MK-2461	Drug
DRUG:MK-3577	MK-3577	Drug
DRUG:MK-4721	MK-4721	Drug
DRUG:MK-5108	MK-5108	Drug
DRUG:MK-6592	MK-6592	Drug
DRUG:MK-6913	MK-6913	Drug
DRUG:MK-7246	MK-7246	Drug
DRUG:MK-7622	MK-7622	Drug
DRUG:MK-8033	MK-8033	Drug
DRUG:MK-8353	MK-8353	Drug
DRUG:MK-8777	MK-8777	Drug
DRUG:MK0686	MK0686	Drug
DRUG:MK3207	MK3207	Drug
DRUG:MLN-01	MLN-01	Drug
DRUG:MLN-0415	MLN-0415	Drug
DRUG:MLN-2704	MLN-2704	Drug
DRUG:MLN-8054	MLN-8054	Drug
DRUG:MLN3126	MLN3126	Drug
DRUG:MLNM-2201	MLNM-2201	Drug
DRUG:MM-111	MM-111	Drug
DRUG:MOBOCERTINIB	MOBOCERTINIB	Drug
DRUG:MOBOCERTINIB SUCCINATE	MOBOCERTINIB SUCCINATE	Drug
DRUG:MOC31-PE	MOC31-PE	Drug
DRUG:MOCETINOSTAT	MOCETINOSTAT	Drug
DRUG:MOCLOBEMIDE	MOCLOBEMIDE	Drug
DRUG:MOCRAVIMOD	MOCRAVIMOD	Drug
DRUG:MODAFINIL	MODAFINIL	Drug
DRUG:MODIMELANOTIDE	MODIMELANOTIDE	Drug
DRUG:MODOTUXIMAB	MODOTUXIMAB	Drug
DRUG:MOEXIPRIL HYDROCHLORIDE	MOEXIPRIL HYDROCHLORIDE	Drug
DRUG:MOFAROTENE	MOFAROTENE	Drug
DRUG:MOFEZOLAC	MOFEZOLAC	Drug
DRUG:MOGAMULIZUMAB	MOGAMULIZUMAB	Drug
DRUG:MOLIBRESIB	MOLIBRESIB	Drug
DRUG:MOLIDUSTAT	MOLIDUSTAT	Drug
DRUG:MOLINDONE HYDROCHLORIDE	MOLINDONE HYDROCHLORIDE	Drug
DRUG:MOLNUPIRAVIR	MOLNUPIRAVIR	Drug
DRUG:MOLSIDOMINE	MOLSIDOMINE	Drug
DRUG:MOMELOTINIB	MOMELOTINIB	Drug
DRUG:MOMELOTINIB DIHYDROCHLORIDE MONOHYDRATE	MOMELOTINIB DIHYDROCHLORIDE MONOHYDRATE	Drug
DRUG:MOMETASONE	MOMETASONE	Drug
DRUG:MOMETASONE FUROATE	MOMETASONE FUROATE	Drug
DRUG:MOMETASONE FUROATE\SALICYLIC ACID	MOMETASONE FUROATE\SALICYLIC ACID	Drug
DRUG:MONALIZUMAB	MONALIZUMAB	Drug
DRUG:MONASCUS SPP	MONASCUS SPP	Drug
DRUG:MONO-DGA-RFB4	MONO-DGA-RFB4	Drug
DRUG:MONOBENZONE	MONOBENZONE	Drug
DRUG:MONOMETHYL FUMARATE	MONOMETHYL FUMARATE	Drug
DRUG:MONTELUKAST	MONTELUKAST	Drug
DRUG:MONTELUKAST SODIUM	MONTELUKAST SODIUM	Drug
DRUG:MONTEPLASE	MONTEPLASE	Drug
DRUG:MONTMORILLONITE	MONTMORILLONITE	Drug
DRUG:MORICIZINE HYDROCHLORIDE	MORICIZINE HYDROCHLORIDE	Drug
DRUG:MORNIFLUMATE	MORNIFLUMATE	Drug
DRUG:MOROCTOCOG ALFA	MOROCTOCOG ALFA	Drug
DRUG:MOROLIMUMAB	MOROLIMUMAB	Drug
DRUG:MORPHINE	MORPHINE	Drug
DRUG:MORPHINE SULFATE	MORPHINE SULFATE	Drug
DRUG:MORPHINE;NALTREXONE	MORPHINE;NALTREXONE	Drug
DRUG:MOSAPRIDE	MOSAPRIDE	Drug
DRUG:MOSUNETUZUMAB	MOSUNETUZUMAB	Drug
DRUG:MOTESANIB	MOTESANIB	Drug
DRUG:MOTEXAFIN GADOLINIUM	MOTEXAFIN GADOLINIUM	Drug
DRUG:MOTIXAFORTIDE	MOTIXAFORTIDE	Drug
DRUG:MOTOLIMOD	MOTOLIMOD	Drug
DRUG:MOXETUMOMAB PASUDOTOX	MOXETUMOMAB PASUDOTOX	Drug
DRUG:MOXIFLOXACIN	MOXIFLOXACIN	Drug
DRUG:MOXIFLOXACIN HYDROCHLORIDE	MOXIFLOXACIN HYDROCHLORIDE	Drug
DRUG:MOXISYLYTE	MOXISYLYTE	Drug
DRUG:MOXONIDINE	MOXONIDINE	Drug
DRUG:MOZAVAPTAN	MOZAVAPTAN	Drug
DRUG:MR-1817	MR-1817	Drug
DRUG:MRA 003 US	MRA 003 US	Drug
DRUG:MSC-2364447	MSC-2364447	Drug
DRUG:MSX-122	MSX-122	Drug
DRUG:MT-3724	MT-3724	Drug
DRUG:MT-3995	MT-3995	Drug
DRUG:MU-BC-1	MU-BC-1	Drug
DRUG:MUBRITINIB	MUBRITINIB	Drug
DRUG:MULTIENZYMES	MULTIENZYMES	Drug
DRUG:MUMPS VIRUS STRAIN B LEVEL JERYL LYNN LIVE ANTIGEN	MUMPS VIRUS STRAIN B LEVEL JERYL LYNN LIVE ANTIGEN	Drug
DRUG:MUPARFOSTAT	MUPARFOSTAT	Drug
DRUG:MUPIROCIN	MUPIROCIN	Drug
DRUG:MURAGLITAZAR	MURAGLITAZAR	Drug
DRUG:MURELETECAN	MURELETECAN	Drug
DRUG:MUROMONAB-CD3	MUROMONAB-CD3	Drug
DRUG:MUSCLE RELAXANTS, UNSPECIFIED	MUSCLE RELAXANTS, UNSPECIFIED	Drug
DRUG:MYCOPHENOLATE MOFETIL	MYCOPHENOLATE MOFETIL	Drug
DRUG:MYCOPHENOLATE MOFETIL HYDROCHLORIDE	MYCOPHENOLATE MOFETIL HYDROCHLORIDE	Drug
DRUG:MYCOPHENOLATE SODIUM	MYCOPHENOLATE SODIUM	Drug
DRUG:MYCOPHENOLIC ACID	MYCOPHENOLIC ACID	Drug
DRUG:MYLAN FENTANYL TRANSDERMAL SYSTEM	MYLAN FENTANYL TRANSDERMAL SYSTEM	Drug
DRUG:MYRCLUDEX B	MYRCLUDEX B	Drug
DRUG:N-DESETHYLISOTONITAZENE	N-DESETHYLISOTONITAZENE	Drug
DRUG:N6022	N6022	Drug
DRUG:NABILONE	NABILONE	Drug
DRUG:NABUMETONE	NABUMETONE	Drug
DRUG:NACOLOMAB TAFENATOX	NACOLOMAB TAFENATOX	Drug
DRUG:NADOFARAGENE FIRADENOVEC	NADOFARAGENE FIRADENOVEC	Drug
DRUG:NADOLOL	NADOLOL	Drug
DRUG:NADROPARIN	NADROPARIN	Drug
DRUG:NADROPARIN CALCIUM	NADROPARIN CALCIUM	Drug
DRUG:NAFAMOSTAT	NAFAMOSTAT	Drug
DRUG:NAFARELIN	NAFARELIN	Drug
DRUG:NAFARELIN ACETATE	NAFARELIN ACETATE	Drug
DRUG:NAFCILLIN	NAFCILLIN	Drug
DRUG:NAFTIDROFURYL	NAFTIDROFURYL	Drug
DRUG:NAFTIFINE	NAFTIFINE	Drug
DRUG:NAFTOPIDIL	NAFTOPIDIL	Drug
DRUG:NALBUPHINE	NALBUPHINE	Drug
DRUG:NALBUPHINE HYDROCHLORIDE	NALBUPHINE HYDROCHLORIDE	Drug
DRUG:NALDEMEDINE	NALDEMEDINE	Drug
DRUG:NALDEMEDINE TOSYLATE	NALDEMEDINE TOSYLATE	Drug
DRUG:NALFURAFINE HYDROCHLORIDE	NALFURAFINE HYDROCHLORIDE	Drug
DRUG:NALMEFENE	NALMEFENE	Drug
DRUG:NALMEFENE HYDROCHLORIDE DIHYDRATE	NALMEFENE HYDROCHLORIDE DIHYDRATE	Drug
DRUG:NALOXEGOL	NALOXEGOL	Drug
DRUG:NALOXEGOL OXALATE	NALOXEGOL OXALATE	Drug
DRUG:NALOXONE	NALOXONE	Drug
DRUG:NALOXONE HYDROCHLORIDE	NALOXONE HYDROCHLORIDE	Drug
DRUG:NALOXONE HYDROCHLORIDE DIHYDRATE	NALOXONE HYDROCHLORIDE DIHYDRATE	Drug
DRUG:NALOXONE HYDROCHLORIDE\OXYCODONE HYDROCHLORIDE	NALOXONE HYDROCHLORIDE\OXYCODONE HYDROCHLORIDE	Drug
DRUG:NALOXONE HYDROCHLORIDE\TILIDINE HYDROCHLORIDE	NALOXONE HYDROCHLORIDE\TILIDINE HYDROCHLORIDE	Drug
DRUG:NALOXONE;OXYCODONE	NALOXONE;OXYCODONE	Drug
DRUG:NALOXONE;PENTAZOCINE	NALOXONE;PENTAZOCINE	Drug
DRUG:NALOXONE;TILIDINE	NALOXONE;TILIDINE	Drug
DRUG:NALTALIMIDE	NALTALIMIDE	Drug
DRUG:NALTREXONE	NALTREXONE	Drug
DRUG:NALTREXONE HYDROCHLORIDE	NALTREXONE HYDROCHLORIDE	Drug
DRUG:NALUZOTAN	NALUZOTAN	Drug
DRUG:NAMILUMAB	NAMILUMAB	Drug
DRUG:NAMINIDIL	NAMINIDIL	Drug
DRUG:NAMODENOSON	NAMODENOSON	Drug
DRUG:NANDROLONE	NANDROLONE	Drug
DRUG:NANDROLONE DECANOATE	NANDROLONE DECANOATE	Drug
DRUG:NANDROLONE PHENPROPIONATE	NANDROLONE PHENPROPIONATE	Drug
DRUG:NANGIBOTIDE	NANGIBOTIDE	Drug
DRUG:NAPHAZOLINE HYDROCHLORIDE	NAPHAZOLINE HYDROCHLORIDE	Drug
DRUG:NAPHAZOLINE HYDROCHLORIDE\PHENIRAMINE MALEATE	NAPHAZOLINE HYDROCHLORIDE\PHENIRAMINE MALEATE	Drug
DRUG:NAPHAZOLINE;PHENIRAMINE	NAPHAZOLINE;PHENIRAMINE	Drug
DRUG:NAPORAFENIB	NAPORAFENIB	Drug
DRUG:NAPROXCINOD	NAPROXCINOD	Drug
DRUG:NAPROXEN	NAPROXEN	Drug
DRUG:NAPROXEN ETEMESIL	NAPROXEN ETEMESIL	Drug
DRUG:NAPROXEN SODIUM	NAPROXEN SODIUM	Drug
DRUG:NAPROXEN;PSEUDOEPHEDRINE	NAPROXEN;PSEUDOEPHEDRINE	Drug
DRUG:NAPROXEN;SUMATRIPTAN	NAPROXEN;SUMATRIPTAN	Drug
DRUG:NAPTUMOMAB ESTAFENATOX	NAPTUMOMAB ESTAFENATOX	Drug
DRUG:NAQUOTINIB	NAQUOTINIB	Drug
DRUG:NARATRIPTAN	NARATRIPTAN	Drug
DRUG:NARATRIPTAN HYDROCHLORIDE	NARATRIPTAN HYDROCHLORIDE	Drug
DRUG:NARATUXIMAB EMTANSINE	NARATUXIMAB EMTANSINE	Drug
DRUG:NARNATUMAB	NARNATUMAB	Drug
DRUG:NARONAPRIDE	NARONAPRIDE	Drug
DRUG:NARSOPLIMAB	NARSOPLIMAB	Drug
DRUG:NATALIZUMAB	NATALIZUMAB	Drug
DRUG:NATAMYCIN	NATAMYCIN	Drug
DRUG:NATEGLINIDE	NATEGLINIDE	Drug
DRUG:NAVACAPRANT	NAVACAPRANT	Drug
DRUG:NAVAFENTEROL	NAVAFENTEROL	Drug
DRUG:NAVARIXIN	NAVARIXIN	Drug
DRUG:NAVARIXIN ANHYDROUS	NAVARIXIN ANHYDROUS	Drug
DRUG:NAVEGLITAZAR	NAVEGLITAZAR	Drug
DRUG:NAVITOCLAX	NAVITOCLAX	Drug
DRUG:NAVOCAFTOR	NAVOCAFTOR	Drug
DRUG:NAVTEMADLIN	NAVTEMADLIN	Drug
DRUG:NAXIFYLLINE	NAXIFYLLINE	Drug
DRUG:NAXITAMAB	NAXITAMAB	Drug
DRUG:NAZARTINIB	NAZARTINIB	Drug
DRUG:ND0801	ND0801	Drug
DRUG:NEBENTAN	NEBENTAN	Drug
DRUG:NEBICAPONE	NEBICAPONE	Drug
DRUG:NEBIVOLOL	NEBIVOLOL	Drug
DRUG:NEBIVOLOL HYDROCHLORIDE	NEBIVOLOL HYDROCHLORIDE	Drug
DRUG:NEBOGLAMINE	NEBOGLAMINE	Drug
DRUG:NECITUMUMAB	NECITUMUMAB	Drug
DRUG:NEDAPLATIN	NEDAPLATIN	Drug
DRUG:NEFAZODONE	NEFAZODONE	Drug
