id	name	category
PROTEIN:ENSP00000387100	ENSP00000387100	Protein
PROTEIN:ENSP00000387111	ENSP00000387111	Protein
PROTEIN:ENSP00000387122	ENSP00000387122	Protein
PROTEIN:ENSP00000387123	ENSP00000387123	Protein
PROTEIN:ENSP00000387128	ENSP00000387128	Protein
PROTEIN:ENSP00000387146	ENSP00000387146	Protein
PROTEIN:ENSP00000387159	ENSP00000387159	Protein
PROTEIN:ENSP00000387164	ENSP00000387164	Protein
PROTEIN:ENSP00000387170	ENSP00000387170	Protein
PROTEIN:ENSP00000387180	ENSP00000387180	Protein
PROTEIN:ENSP00000387185	ENSP00000387185	Protein
PROTEIN:ENSP00000387187	ENSP00000387187	Protein
PROTEIN:ENSP00000387209	ENSP00000387209	Protein
PROTEIN:ENSP00000387211	ENSP00000387211	Protein
PROTEIN:ENSP00000387219	ENSP00000387219	Protein
PROTEIN:ENSP00000387228	ENSP00000387228	Protein
PROTEIN:ENSP00000387229	ENSP00000387229	Protein
PROTEIN:ENSP00000387239	ENSP00000387239	Protein
PROTEIN:ENSP00000387246	ENSP00000387246	Protein
PROTEIN:ENSP00000387261	ENSP00000387261	Protein
PROTEIN:ENSP00000387262	ENSP00000387262	Protein
PROTEIN:ENSP00000387266	ENSP00000387266	Protein
PROTEIN:ENSP00000387278	ENSP00000387278	Protein
PROTEIN:ENSP00000387282	ENSP00000387282	Protein
PROTEIN:ENSP00000387286	ENSP00000387286	Protein
PROTEIN:ENSP00000387292	ENSP00000387292	Protein
PROTEIN:ENSP00000387303	ENSP00000387303	Protein
PROTEIN:ENSP00000387307	ENSP00000387307	Protein
PROTEIN:ENSP00000387310	ENSP00000387310	Protein
PROTEIN:ENSP00000387334	ENSP00000387334	Protein
PROTEIN:ENSP00000387356	ENSP00000387356	Protein
PROTEIN:ENSP00000387362	ENSP00000387362	Protein
PROTEIN:ENSP00000387365	ENSP00000387365	Protein
PROTEIN:ENSP00000387380	ENSP00000387380	Protein
PROTEIN:ENSP00000387393	ENSP00000387393	Protein
PROTEIN:ENSP00000387435	ENSP00000387435	Protein
PROTEIN:ENSP00000387471	ENSP00000387471	Protein
PROTEIN:ENSP00000387498	ENSP00000387498	Protein
PROTEIN:ENSP00000387523	ENSP00000387523	Protein
PROTEIN:ENSP00000387549	ENSP00000387549	Protein
PROTEIN:ENSP00000387641	ENSP00000387641	Protein
PROTEIN:ENSP00000387654	ENSP00000387654	Protein
PROTEIN:ENSP00000387662	ENSP00000387662	Protein
PROTEIN:ENSP00000387683	ENSP00000387683	Protein
PROTEIN:ENSP00000387694	ENSP00000387694	Protein
PROTEIN:ENSP00000387699	ENSP00000387699	Protein
PROTEIN:ENSP00000387710	ENSP00000387710	Protein
PROTEIN:ENSP00000387739	ENSP00000387739	Protein
PROTEIN:ENSP00000387757	ENSP00000387757	Protein
PROTEIN:ENSP00000387822	ENSP00000387822	Protein
PROTEIN:ENSP00000387875	ENSP00000387875	Protein
PROTEIN:ENSP00000387911	ENSP00000387911	Protein
PROTEIN:ENSP00000387982	ENSP00000387982	Protein
PROTEIN:ENSP00000387996	ENSP00000387996	Protein
PROTEIN:ENSP00000388001	ENSP00000388001	Protein
PROTEIN:ENSP00000388107	ENSP00000388107	Protein
PROTEIN:ENSP00000388137	ENSP00000388137	Protein
PROTEIN:ENSP00000388169	ENSP00000388169	Protein
PROTEIN:ENSP00000388183	ENSP00000388183	Protein
PROTEIN:ENSP00000388207	ENSP00000388207	Protein
PROTEIN:ENSP00000388241	ENSP00000388241	Protein
PROTEIN:ENSP00000388275	ENSP00000388275	Protein
PROTEIN:ENSP00000388293	ENSP00000388293	Protein
PROTEIN:ENSP00000388299	ENSP00000388299	Protein
PROTEIN:ENSP00000388337	ENSP00000388337	Protein
PROTEIN:ENSP00000388510	ENSP00000388510	Protein
PROTEIN:ENSP00000388550	ENSP00000388550	Protein
PROTEIN:ENSP00000388552	ENSP00000388552	Protein
PROTEIN:ENSP00000388566	ENSP00000388566	Protein
PROTEIN:ENSP00000388620	ENSP00000388620	Protein
PROTEIN:ENSP00000388631	ENSP00000388631	Protein
PROTEIN:ENSP00000388638	ENSP00000388638	Protein
PROTEIN:ENSP00000388658	ENSP00000388658	Protein
PROTEIN:ENSP00000388684	ENSP00000388684	Protein
PROTEIN:ENSP00000388713	ENSP00000388713	Protein
PROTEIN:ENSP00000388723	ENSP00000388723	Protein
PROTEIN:ENSP00000388731	ENSP00000388731	Protein
PROTEIN:ENSP00000388744	ENSP00000388744	Protein
PROTEIN:ENSP00000388792	ENSP00000388792	Protein
PROTEIN:ENSP00000388806	ENSP00000388806	Protein
PROTEIN:ENSP00000388823	ENSP00000388823	Protein
PROTEIN:ENSP00000388825	ENSP00000388825	Protein
PROTEIN:ENSP00000388895	ENSP00000388895	Protein
PROTEIN:ENSP00000388910	ENSP00000388910	Protein
PROTEIN:ENSP00000388920	ENSP00000388920	Protein
PROTEIN:ENSP00000388940	ENSP00000388940	Protein
PROTEIN:ENSP00000388996	ENSP00000388996	Protein
PROTEIN:ENSP00000389009	ENSP00000389009	Protein
PROTEIN:ENSP00000389014	ENSP00000389014	Protein
PROTEIN:ENSP00000389026	ENSP00000389026	Protein
PROTEIN:ENSP00000389060	ENSP00000389060	Protein
PROTEIN:ENSP00000389072	ENSP00000389072	Protein
PROTEIN:ENSP00000389095	ENSP00000389095	Protein
PROTEIN:ENSP00000389103	ENSP00000389103	Protein
PROTEIN:ENSP00000389140	ENSP00000389140	Protein
PROTEIN:ENSP00000389160	ENSP00000389160	Protein
PROTEIN:ENSP00000389168	ENSP00000389168	Protein
PROTEIN:ENSP00000389175	ENSP00000389175	Protein
PROTEIN:ENSP00000389176	ENSP00000389176	Protein
PROTEIN:ENSP00000389182	ENSP00000389182	Protein
PROTEIN:ENSP00000389237	ENSP00000389237	Protein
PROTEIN:ENSP00000389241	ENSP00000389241	Protein
PROTEIN:ENSP00000389252	ENSP00000389252	Protein
PROTEIN:ENSP00000389255	ENSP00000389255	Protein
PROTEIN:ENSP00000389277	ENSP00000389277	Protein
PROTEIN:ENSP00000389297	ENSP00000389297	Protein
PROTEIN:ENSP00000389300	ENSP00000389300	Protein
PROTEIN:ENSP00000389326	ENSP00000389326	Protein
PROTEIN:ENSP00000389351	ENSP00000389351	Protein
PROTEIN:ENSP00000389356	ENSP00000389356	Protein
PROTEIN:ENSP00000389377	ENSP00000389377	Protein
PROTEIN:ENSP00000389381	ENSP00000389381	Protein
PROTEIN:ENSP00000389383	ENSP00000389383	Protein
PROTEIN:ENSP00000389395	ENSP00000389395	Protein
PROTEIN:ENSP00000389414	ENSP00000389414	Protein
PROTEIN:ENSP00000389427	ENSP00000389427	Protein
PROTEIN:ENSP00000389445	ENSP00000389445	Protein
PROTEIN:ENSP00000389513	ENSP00000389513	Protein
PROTEIN:ENSP00000389588	ENSP00000389588	Protein
PROTEIN:ENSP00000389600	ENSP00000389600	Protein
PROTEIN:ENSP00000389631	ENSP00000389631	Protein
PROTEIN:ENSP00000389649	ENSP00000389649	Protein
PROTEIN:ENSP00000389709	ENSP00000389709	Protein
PROTEIN:ENSP00000389714	ENSP00000389714	Protein
PROTEIN:ENSP00000389715	ENSP00000389715	Protein
PROTEIN:ENSP00000389760	ENSP00000389760	Protein
PROTEIN:ENSP00000389787	ENSP00000389787	Protein
PROTEIN:ENSP00000389810	ENSP00000389810	Protein
PROTEIN:ENSP00000389813	ENSP00000389813	Protein
PROTEIN:ENSP00000389814	ENSP00000389814	Protein
PROTEIN:ENSP00000389870	ENSP00000389870	Protein
PROTEIN:ENSP00000389900	ENSP00000389900	Protein
PROTEIN:ENSP00000389903	ENSP00000389903	Protein
PROTEIN:ENSP00000389910	ENSP00000389910	Protein
PROTEIN:ENSP00000389913	ENSP00000389913	Protein
PROTEIN:ENSP00000389948	ENSP00000389948	Protein
PROTEIN:ENSP00000389998	ENSP00000389998	Protein
PROTEIN:ENSP00000390011	ENSP00000390011	Protein
PROTEIN:ENSP00000390070	ENSP00000390070	Protein
PROTEIN:ENSP00000390084	ENSP00000390084	Protein
PROTEIN:ENSP00000390158	ENSP00000390158	Protein
PROTEIN:ENSP00000390232	ENSP00000390232	Protein
PROTEIN:ENSP00000390265	ENSP00000390265	Protein
PROTEIN:ENSP00000390331	ENSP00000390331	Protein
PROTEIN:ENSP00000390394	ENSP00000390394	Protein
PROTEIN:ENSP00000390407	ENSP00000390407	Protein
PROTEIN:ENSP00000390410	ENSP00000390410	Protein
PROTEIN:ENSP00000390423	ENSP00000390423	Protein
PROTEIN:ENSP00000390436	ENSP00000390436	Protein
PROTEIN:ENSP00000390475	ENSP00000390475	Protein
PROTEIN:ENSP00000390513	ENSP00000390513	Protein
PROTEIN:ENSP00000390535	ENSP00000390535	Protein
PROTEIN:ENSP00000390590	ENSP00000390590	Protein
PROTEIN:ENSP00000390600	ENSP00000390600	Protein
PROTEIN:ENSP00000390613	ENSP00000390613	Protein
PROTEIN:ENSP00000390621	ENSP00000390621	Protein
PROTEIN:ENSP00000390625	ENSP00000390625	Protein
PROTEIN:ENSP00000390630	ENSP00000390630	Protein
PROTEIN:ENSP00000390647	ENSP00000390647	Protein
PROTEIN:ENSP00000390722	ENSP00000390722	Protein
PROTEIN:ENSP00000390783	ENSP00000390783	Protein
PROTEIN:ENSP00000390784	ENSP00000390784	Protein
PROTEIN:ENSP00000390941	ENSP00000390941	Protein
PROTEIN:ENSP00000391088	ENSP00000391088	Protein
PROTEIN:ENSP00000391090	ENSP00000391090	Protein
PROTEIN:ENSP00000391121	ENSP00000391121	Protein
PROTEIN:ENSP00000391137	ENSP00000391137	Protein
PROTEIN:ENSP00000391167	ENSP00000391167	Protein
PROTEIN:ENSP00000391200	ENSP00000391200	Protein
PROTEIN:ENSP00000391211	ENSP00000391211	Protein
PROTEIN:ENSP00000391227	ENSP00000391227	Protein
PROTEIN:ENSP00000391249	ENSP00000391249	Protein
PROTEIN:ENSP00000391269	ENSP00000391269	Protein
PROTEIN:ENSP00000391311	ENSP00000391311	Protein
PROTEIN:ENSP00000391381	ENSP00000391381	Protein
PROTEIN:ENSP00000391457	ENSP00000391457	Protein
PROTEIN:ENSP00000391481	ENSP00000391481	Protein
PROTEIN:ENSP00000391488	ENSP00000391488	Protein
PROTEIN:ENSP00000391490	ENSP00000391490	Protein
PROTEIN:ENSP00000391498	ENSP00000391498	Protein
PROTEIN:ENSP00000391504	ENSP00000391504	Protein
PROTEIN:ENSP00000391583	ENSP00000391583	Protein
PROTEIN:ENSP00000391592	ENSP00000391592	Protein
PROTEIN:ENSP00000391594	ENSP00000391594	Protein
PROTEIN:ENSP00000391596	ENSP00000391596	Protein
PROTEIN:ENSP00000391601	ENSP00000391601	Protein
PROTEIN:ENSP00000391669	ENSP00000391669	Protein
PROTEIN:ENSP00000391692	ENSP00000391692	Protein
PROTEIN:ENSP00000391723	ENSP00000391723	Protein
PROTEIN:ENSP00000391739	ENSP00000391739	Protein
PROTEIN:ENSP00000391747	ENSP00000391747	Protein
PROTEIN:ENSP00000391748	ENSP00000391748	Protein
PROTEIN:ENSP00000391788	ENSP00000391788	Protein
PROTEIN:ENSP00000391800	ENSP00000391800	Protein
PROTEIN:ENSP00000391803	ENSP00000391803	Protein
PROTEIN:ENSP00000391806	ENSP00000391806	Protein
PROTEIN:ENSP00000391826	ENSP00000391826	Protein
PROTEIN:ENSP00000391942	ENSP00000391942	Protein
PROTEIN:ENSP00000392024	ENSP00000392024	Protein
PROTEIN:ENSP00000392025	ENSP00000392025	Protein
PROTEIN:ENSP00000392028	ENSP00000392028	Protein
PROTEIN:ENSP00000392043	ENSP00000392043	Protein
PROTEIN:ENSP00000392065	ENSP00000392065	Protein
PROTEIN:ENSP00000392066	ENSP00000392066	Protein
PROTEIN:ENSP00000392094	ENSP00000392094	Protein
PROTEIN:ENSP00000392105	ENSP00000392105	Protein
PROTEIN:ENSP00000392147	ENSP00000392147	Protein
PROTEIN:ENSP00000392189	ENSP00000392189	Protein
PROTEIN:ENSP00000392197	ENSP00000392197	Protein
PROTEIN:ENSP00000392270	ENSP00000392270	Protein
PROTEIN:ENSP00000392318	ENSP00000392318	Protein
PROTEIN:ENSP00000392330	ENSP00000392330	Protein
PROTEIN:ENSP00000392353	ENSP00000392353	Protein
PROTEIN:ENSP00000392371	ENSP00000392371	Protein
PROTEIN:ENSP00000392395	ENSP00000392395	Protein
PROTEIN:ENSP00000392398	ENSP00000392398	Protein
PROTEIN:ENSP00000392407	ENSP00000392407	Protein
PROTEIN:ENSP00000392411	ENSP00000392411	Protein
PROTEIN:ENSP00000392423	ENSP00000392423	Protein
PROTEIN:ENSP00000392495	ENSP00000392495	Protein
PROTEIN:ENSP00000392500	ENSP00000392500	Protein
PROTEIN:ENSP00000392513	ENSP00000392513	Protein
PROTEIN:ENSP00000392553	ENSP00000392553	Protein
PROTEIN:ENSP00000392617	ENSP00000392617	Protein
PROTEIN:ENSP00000392678	ENSP00000392678	Protein
PROTEIN:ENSP00000392709	ENSP00000392709	Protein
PROTEIN:ENSP00000392726	ENSP00000392726	Protein
PROTEIN:ENSP00000392760	ENSP00000392760	Protein
PROTEIN:ENSP00000392762	ENSP00000392762	Protein
PROTEIN:ENSP00000392767	ENSP00000392767	Protein
PROTEIN:ENSP00000392782	ENSP00000392782	Protein
PROTEIN:ENSP00000392812	ENSP00000392812	Protein
PROTEIN:ENSP00000392828	ENSP00000392828	Protein
PROTEIN:ENSP00000392879	ENSP00000392879	Protein
PROTEIN:ENSP00000392896	ENSP00000392896	Protein
PROTEIN:ENSP00000392906	ENSP00000392906	Protein
PROTEIN:ENSP00000392936	ENSP00000392936	Protein
PROTEIN:ENSP00000392985	ENSP00000392985	Protein
PROTEIN:ENSP00000393097	ENSP00000393097	Protein
PROTEIN:ENSP00000393098	ENSP00000393098	Protein
PROTEIN:ENSP00000393128	ENSP00000393128	Protein
PROTEIN:ENSP00000393136	ENSP00000393136	Protein
PROTEIN:ENSP00000393139	ENSP00000393139	Protein
PROTEIN:ENSP00000393154	ENSP00000393154	Protein
PROTEIN:ENSP00000393183	ENSP00000393183	Protein
PROTEIN:ENSP00000393222	ENSP00000393222	Protein
PROTEIN:ENSP00000393241	ENSP00000393241	Protein
PROTEIN:ENSP00000393275	ENSP00000393275	Protein
PROTEIN:ENSP00000393312	ENSP00000393312	Protein
PROTEIN:ENSP00000393313	ENSP00000393313	Protein
PROTEIN:ENSP00000393316	ENSP00000393316	Protein
PROTEIN:ENSP00000393324	ENSP00000393324	Protein
PROTEIN:ENSP00000393333	ENSP00000393333	Protein
PROTEIN:ENSP00000393379	ENSP00000393379	Protein
PROTEIN:ENSP00000393388	ENSP00000393388	Protein
PROTEIN:ENSP00000393392	ENSP00000393392	Protein
PROTEIN:ENSP00000393417	ENSP00000393417	Protein
PROTEIN:ENSP00000393453	ENSP00000393453	Protein
PROTEIN:ENSP00000393511	ENSP00000393511	Protein
PROTEIN:ENSP00000393541	ENSP00000393541	Protein
PROTEIN:ENSP00000393557	ENSP00000393557	Protein
PROTEIN:ENSP00000393559	ENSP00000393559	Protein
PROTEIN:ENSP00000393566	ENSP00000393566	Protein
PROTEIN:ENSP00000393596	ENSP00000393596	Protein
PROTEIN:ENSP00000393631	ENSP00000393631	Protein
PROTEIN:ENSP00000393675	ENSP00000393675	Protein
PROTEIN:ENSP00000393762	ENSP00000393762	Protein
PROTEIN:ENSP00000393776	ENSP00000393776	Protein
PROTEIN:ENSP00000393785	ENSP00000393785	Protein
PROTEIN:ENSP00000393832	ENSP00000393832	Protein
PROTEIN:ENSP00000393840	ENSP00000393840	Protein
PROTEIN:ENSP00000393845	ENSP00000393845	Protein
PROTEIN:ENSP00000393847	ENSP00000393847	Protein
PROTEIN:ENSP00000393889	ENSP00000393889	Protein
PROTEIN:ENSP00000393922	ENSP00000393922	Protein
PROTEIN:ENSP00000393963	ENSP00000393963	Protein
PROTEIN:ENSP00000393978	ENSP00000393978	Protein
PROTEIN:ENSP00000394033	ENSP00000394033	Protein
PROTEIN:ENSP00000394049	ENSP00000394049	Protein
PROTEIN:ENSP00000394051	ENSP00000394051	Protein
PROTEIN:ENSP00000394071	ENSP00000394071	Protein
PROTEIN:ENSP00000394078	ENSP00000394078	Protein
PROTEIN:ENSP00000394085	ENSP00000394085	Protein
PROTEIN:ENSP00000394107	ENSP00000394107	Protein
PROTEIN:ENSP00000394163	ENSP00000394163	Protein
PROTEIN:ENSP00000394183	ENSP00000394183	Protein
PROTEIN:ENSP00000394227	ENSP00000394227	Protein
PROTEIN:ENSP00000394248	ENSP00000394248	Protein
PROTEIN:ENSP00000394316	ENSP00000394316	Protein
PROTEIN:ENSP00000394331	ENSP00000394331	Protein
PROTEIN:ENSP00000394352	ENSP00000394352	Protein
PROTEIN:ENSP00000394390	ENSP00000394390	Protein
PROTEIN:ENSP00000394394	ENSP00000394394	Protein
PROTEIN:ENSP00000394417	ENSP00000394417	Protein
PROTEIN:ENSP00000394484	ENSP00000394484	Protein
PROTEIN:ENSP00000394496	ENSP00000394496	Protein
PROTEIN:ENSP00000394510	ENSP00000394510	Protein
PROTEIN:ENSP00000394546	ENSP00000394546	Protein
PROTEIN:ENSP00000394560	ENSP00000394560	Protein
PROTEIN:ENSP00000394623	ENSP00000394623	Protein
PROTEIN:ENSP00000394624	ENSP00000394624	Protein
PROTEIN:ENSP00000394653	ENSP00000394653	Protein
PROTEIN:ENSP00000394720	ENSP00000394720	Protein
PROTEIN:ENSP00000394734	ENSP00000394734	Protein
PROTEIN:ENSP00000394751	ENSP00000394751	Protein
PROTEIN:ENSP00000394757	ENSP00000394757	Protein
PROTEIN:ENSP00000394770	ENSP00000394770	Protein
PROTEIN:ENSP00000394791	ENSP00000394791	Protein
PROTEIN:ENSP00000394794	ENSP00000394794	Protein
PROTEIN:ENSP00000394842	ENSP00000394842	Protein
PROTEIN:ENSP00000394888	ENSP00000394888	Protein
PROTEIN:ENSP00000394936	ENSP00000394936	Protein
PROTEIN:ENSP00000394954	ENSP00000394954	Protein
PROTEIN:ENSP00000395012	ENSP00000395012	Protein
PROTEIN:ENSP00000395204	ENSP00000395204	Protein
PROTEIN:ENSP00000395220	ENSP00000395220	Protein
PROTEIN:ENSP00000395232	ENSP00000395232	Protein
PROTEIN:ENSP00000395249	ENSP00000395249	Protein
PROTEIN:ENSP00000395259	ENSP00000395259	Protein
PROTEIN:ENSP00000395281	ENSP00000395281	Protein
PROTEIN:ENSP00000395294	ENSP00000395294	Protein
PROTEIN:ENSP00000395340	ENSP00000395340	Protein
PROTEIN:ENSP00000395473	ENSP00000395473	Protein
PROTEIN:ENSP00000395474	ENSP00000395474	Protein
PROTEIN:ENSP00000395505	ENSP00000395505	Protein
PROTEIN:ENSP00000395535	ENSP00000395535	Protein
PROTEIN:ENSP00000395538	ENSP00000395538	Protein
PROTEIN:ENSP00000395574	ENSP00000395574	Protein
PROTEIN:ENSP00000395590	ENSP00000395590	Protein
PROTEIN:ENSP00000395704	ENSP00000395704	Protein
PROTEIN:ENSP00000395708	ENSP00000395708	Protein
PROTEIN:ENSP00000395723	ENSP00000395723	Protein
PROTEIN:ENSP00000395733	ENSP00000395733	Protein
PROTEIN:ENSP00000395738	ENSP00000395738	Protein
PROTEIN:ENSP00000395772	ENSP00000395772	Protein
PROTEIN:ENSP00000395793	ENSP00000395793	Protein
PROTEIN:ENSP00000395929	ENSP00000395929	Protein
PROTEIN:ENSP00000395983	ENSP00000395983	Protein
PROTEIN:ENSP00000396045	ENSP00000396045	Protein
PROTEIN:ENSP00000396052	ENSP00000396052	Protein
PROTEIN:ENSP00000396068	ENSP00000396068	Protein
PROTEIN:ENSP00000396160	ENSP00000396160	Protein
PROTEIN:ENSP00000396163	ENSP00000396163	Protein
PROTEIN:ENSP00000396198	ENSP00000396198	Protein
PROTEIN:ENSP00000396225	ENSP00000396225	Protein
PROTEIN:ENSP00000396301	ENSP00000396301	Protein
PROTEIN:ENSP00000396304	ENSP00000396304	Protein
PROTEIN:ENSP00000396308	ENSP00000396308	Protein
PROTEIN:ENSP00000396320	ENSP00000396320	Protein
PROTEIN:ENSP00000396330	ENSP00000396330	Protein
PROTEIN:ENSP00000396345	ENSP00000396345	Protein
PROTEIN:ENSP00000396379	ENSP00000396379	Protein
PROTEIN:ENSP00000396441	ENSP00000396441	Protein
PROTEIN:ENSP00000396445	ENSP00000396445	Protein
PROTEIN:ENSP00000396452	ENSP00000396452	Protein
PROTEIN:ENSP00000396467	ENSP00000396467	Protein
PROTEIN:ENSP00000396527	ENSP00000396527	Protein
PROTEIN:ENSP00000396593	ENSP00000396593	Protein
PROTEIN:ENSP00000396628	ENSP00000396628	Protein
PROTEIN:ENSP00000396673	ENSP00000396673	Protein
PROTEIN:ENSP00000396688	ENSP00000396688	Protein
PROTEIN:ENSP00000396722	ENSP00000396722	Protein
PROTEIN:ENSP00000396749	ENSP00000396749	Protein
PROTEIN:ENSP00000396755	ENSP00000396755	Protein
PROTEIN:ENSP00000396843	ENSP00000396843	Protein
PROTEIN:ENSP00000396915	ENSP00000396915	Protein
PROTEIN:ENSP00000396935	ENSP00000396935	Protein
PROTEIN:ENSP00000396937	ENSP00000396937	Protein
PROTEIN:ENSP00000396954	ENSP00000396954	Protein
PROTEIN:ENSP00000396976	ENSP00000396976	Protein
PROTEIN:ENSP00000396995	ENSP00000396995	Protein
PROTEIN:ENSP00000397026	ENSP00000397026	Protein
PROTEIN:ENSP00000397039	ENSP00000397039	Protein
PROTEIN:ENSP00000397073	ENSP00000397073	Protein
PROTEIN:ENSP00000397082	ENSP00000397082	Protein
PROTEIN:ENSP00000397103	ENSP00000397103	Protein
PROTEIN:ENSP00000397133	ENSP00000397133	Protein
PROTEIN:ENSP00000397157	ENSP00000397157	Protein
PROTEIN:ENSP00000397172	ENSP00000397172	Protein
PROTEIN:ENSP00000397178	ENSP00000397178	Protein
PROTEIN:ENSP00000397181	ENSP00000397181	Protein
PROTEIN:ENSP00000397249	ENSP00000397249	Protein
PROTEIN:ENSP00000397259	ENSP00000397259	Protein
PROTEIN:ENSP00000397261	ENSP00000397261	Protein
PROTEIN:ENSP00000397269	ENSP00000397269	Protein
PROTEIN:ENSP00000397297	ENSP00000397297	Protein
PROTEIN:ENSP00000397351	ENSP00000397351	Protein
PROTEIN:ENSP00000397394	ENSP00000397394	Protein
PROTEIN:ENSP00000397402	ENSP00000397402	Protein
PROTEIN:ENSP00000397415	ENSP00000397415	Protein
PROTEIN:ENSP00000397435	ENSP00000397435	Protein
PROTEIN:ENSP00000397441	ENSP00000397441	Protein
PROTEIN:ENSP00000397459	ENSP00000397459	Protein
PROTEIN:ENSP00000397552	ENSP00000397552	Protein
PROTEIN:ENSP00000397563	ENSP00000397563	Protein
PROTEIN:ENSP00000397566	ENSP00000397566	Protein
PROTEIN:ENSP00000397598	ENSP00000397598	Protein
PROTEIN:ENSP00000397673	ENSP00000397673	Protein
PROTEIN:ENSP00000397679	ENSP00000397679	Protein
PROTEIN:ENSP00000397693	ENSP00000397693	Protein
PROTEIN:ENSP00000397843	ENSP00000397843	Protein
PROTEIN:ENSP00000397863	ENSP00000397863	Protein
PROTEIN:ENSP00000397881	ENSP00000397881	Protein
PROTEIN:ENSP00000397908	ENSP00000397908	Protein
PROTEIN:ENSP00000397911	ENSP00000397911	Protein
PROTEIN:ENSP00000397925	ENSP00000397925	Protein
PROTEIN:ENSP00000397927	ENSP00000397927	Protein
PROTEIN:ENSP00000397947	ENSP00000397947	Protein
PROTEIN:ENSP00000398017	ENSP00000398017	Protein
PROTEIN:ENSP00000398035	ENSP00000398035	Protein
PROTEIN:ENSP00000398064	ENSP00000398064	Protein
PROTEIN:ENSP00000398124	ENSP00000398124	Protein
PROTEIN:ENSP00000398131	ENSP00000398131	Protein
PROTEIN:ENSP00000398181	ENSP00000398181	Protein
PROTEIN:ENSP00000398211	ENSP00000398211	Protein
PROTEIN:ENSP00000398273	ENSP00000398273	Protein
PROTEIN:ENSP00000398342	ENSP00000398342	Protein
PROTEIN:ENSP00000398350	ENSP00000398350	Protein
PROTEIN:ENSP00000398368	ENSP00000398368	Protein
PROTEIN:ENSP00000398410	ENSP00000398410	Protein
PROTEIN:ENSP00000398481	ENSP00000398481	Protein
PROTEIN:ENSP00000398495	ENSP00000398495	Protein
PROTEIN:ENSP00000398502	ENSP00000398502	Protein
PROTEIN:ENSP00000398523	ENSP00000398523	Protein
PROTEIN:ENSP00000398559	ENSP00000398559	Protein
PROTEIN:ENSP00000398560	ENSP00000398560	Protein
PROTEIN:ENSP00000398568	ENSP00000398568	Protein
PROTEIN:ENSP00000398596	ENSP00000398596	Protein
PROTEIN:ENSP00000398597	ENSP00000398597	Protein
PROTEIN:ENSP00000398610	ENSP00000398610	Protein
PROTEIN:ENSP00000398619	ENSP00000398619	Protein
PROTEIN:ENSP00000398629	ENSP00000398629	Protein
PROTEIN:ENSP00000398632	ENSP00000398632	Protein
PROTEIN:ENSP00000398637	ENSP00000398637	Protein
PROTEIN:ENSP00000398655	ENSP00000398655	Protein
PROTEIN:ENSP00000398698	ENSP00000398698	Protein
PROTEIN:ENSP00000398722	ENSP00000398722	Protein
PROTEIN:ENSP00000398736	ENSP00000398736	Protein
PROTEIN:ENSP00000398778	ENSP00000398778	Protein
PROTEIN:ENSP00000398789	ENSP00000398789	Protein
PROTEIN:ENSP00000398803	ENSP00000398803	Protein
PROTEIN:ENSP00000398824	ENSP00000398824	Protein
PROTEIN:ENSP00000398832	ENSP00000398832	Protein
PROTEIN:ENSP00000398837	ENSP00000398837	Protein
PROTEIN:ENSP00000398880	ENSP00000398880	Protein
PROTEIN:ENSP00000398882	ENSP00000398882	Protein
PROTEIN:ENSP00000398890	ENSP00000398890	Protein
PROTEIN:ENSP00000399136	ENSP00000399136	Protein
PROTEIN:ENSP00000399168	ENSP00000399168	Protein
PROTEIN:ENSP00000399208	ENSP00000399208	Protein
PROTEIN:ENSP00000399229	ENSP00000399229	Protein
PROTEIN:ENSP00000399259	ENSP00000399259	Protein
PROTEIN:ENSP00000399324	ENSP00000399324	Protein
PROTEIN:ENSP00000399376	ENSP00000399376	Protein
PROTEIN:ENSP00000399403	ENSP00000399403	Protein
PROTEIN:ENSP00000399415	ENSP00000399415	Protein
PROTEIN:ENSP00000399441	ENSP00000399441	Protein
PROTEIN:ENSP00000399457	ENSP00000399457	Protein
PROTEIN:ENSP00000399465	ENSP00000399465	Protein
PROTEIN:ENSP00000399475	ENSP00000399475	Protein
PROTEIN:ENSP00000399485	ENSP00000399485	Protein
PROTEIN:ENSP00000399511	ENSP00000399511	Protein
PROTEIN:ENSP00000399518	ENSP00000399518	Protein
PROTEIN:ENSP00000399585	ENSP00000399585	Protein
PROTEIN:ENSP00000399588	ENSP00000399588	Protein
PROTEIN:ENSP00000399679	ENSP00000399679	Protein
PROTEIN:ENSP00000399700	ENSP00000399700	Protein
PROTEIN:ENSP00000399709	ENSP00000399709	Protein
PROTEIN:ENSP00000399718	ENSP00000399718	Protein
PROTEIN:ENSP00000399745	ENSP00000399745	Protein
PROTEIN:ENSP00000399751	ENSP00000399751	Protein
PROTEIN:ENSP00000399797	ENSP00000399797	Protein
PROTEIN:ENSP00000399805	ENSP00000399805	Protein
PROTEIN:ENSP00000399808	ENSP00000399808	Protein
PROTEIN:ENSP00000399851	ENSP00000399851	Protein
PROTEIN:ENSP00000399862	ENSP00000399862	Protein
PROTEIN:ENSP00000399888	ENSP00000399888	Protein
PROTEIN:ENSP00000399968	ENSP00000399968	Protein
PROTEIN:ENSP00000399970	ENSP00000399970	Protein
PROTEIN:ENSP00000399979	ENSP00000399979	Protein
PROTEIN:ENSP00000399982	ENSP00000399982	Protein
PROTEIN:ENSP00000400010	ENSP00000400010	Protein
