entity	id
AE:FLT3_GENE_MUTATION	5735
AE:FLUCTUANCE	5736
AE:FLUID_BALANCE_POSITIVE	5737
AE:FLUID_IMBALANCE	5738
AE:FLUID_INTAKE_REDUCED	5739
AE:FLUID_INTAKE_RESTRICTION	5740
AE:FLUID_OVERLOAD	5741
AE:FLUID_REPLACEMENT	5742
AE:FLUID_RETENTION	5743
AE:FLUORESCENT_IN_SITU_HYBRIDISATION	5744
AE:FLUORIDE_INCREASED	5745
AE:FLUOROSIS	5746
AE:FLUSHING	5747
AE:FOAMING_AT_MOUTH	5748
AE:FOCAL_DYSCOGNITIVE_SEIZURES	5749
AE:FOCAL_EPITHELIAL_HYPERPLASIA	5750
AE:FOCAL_MYOSITIS	5751
AE:FOCAL_NODULAR_HYPERPLASIA	5752
AE:FOCAL_PERITONITIS	5753
AE:FOCAL_SEGMENTAL_GLOMERULOSCLEROSIS	5754
AE:FOETAL-MATERNAL_HAEMORRHAGE	5755
AE:FOETAL_ACIDOSIS	5756
AE:FOETAL_ALCOHOL_SYNDROME	5757
AE:FOETAL_ANAEMIA	5758
AE:FOETAL_ANTICONVULSANT_SYNDROME	5759
AE:FOETAL_ARRHYTHMIA	5760
AE:FOETAL_CARDIAC_ARREST	5761
AE:FOETAL_CARDIAC_DISORDER	5762
AE:FOETAL_CHROMOSOME_ABNORMALITY	5763
AE:FOETAL_CYSTIC_HYGROMA	5764
AE:FOETAL_DAMAGE	5765
AE:FOETAL_DEATH	5766
AE:FOETAL_DISORDER	5767
AE:FOETAL_DISTRESS_SYNDROME	5768
AE:FOETAL_EXPOSURE_DURING_DELIVERY	5769
AE:FOETAL_EXPOSURE_DURING_PREGNANCY	5770
AE:FOETAL_EXPOSURE_TIMING_UNSPECIFIED	5771
AE:FOETAL_EXPOSURE_VIA_FATHER	5772
AE:FOETAL_GROWTH_ABNORMALITY	5773
AE:FOETAL_GROWTH_RESTRICTION	5774
AE:FOETAL_HAEMOGLOBIN_INCREASED	5775
AE:FOETAL_HEART_RATE_ABNORMAL	5776
AE:FOETAL_HEART_RATE_DECELERATION	5777
AE:FOETAL_HEART_RATE_DECELERATION_ABNORMALITY	5778
AE:FOETAL_HEART_RATE_DECREASED	5779
AE:FOETAL_HEART_RATE_DISORDER	5780
AE:FOETAL_HEART_RATE_INCREASED	5781
AE:FOETAL_HEART_RATE_INDETERMINATE	5782
AE:FOETAL_HYPOKINESIA	5783
AE:FOETAL_MACROSOMIA	5784
AE:FOETAL_MALFORMATION	5785
AE:FOETAL_MALNUTRITION	5786
AE:FOETAL_MALPOSITION	5787
AE:FOETAL_MALPRESENTATION	5788
AE:FOETAL_MEGACYSTIS	5789
AE:FOETAL_METHOTREXATE_SYNDROME	5790
AE:FOETAL_MONITORING_ABNORMAL	5791
AE:FOETAL_MOVEMENT_DISORDER	5792
AE:FOETAL_NON-STRESS_TEST	5793
AE:FOETAL_NON-STRESS_TEST_ABNORMAL	5794
AE:FOETAL_PLACENTAL_THROMBOSIS	5795
AE:FOETAL_RENAL_IMPAIRMENT	5796
AE:FOETAL_RETINOID_SYNDROME	5797
AE:FOETAL_TACHYARRHYTHMIA	5798
AE:FOETAL_VASCULAR_MALPERFUSION	5799
AE:FOETAL_WARFARIN_SYNDROME	5800
AE:FOETICIDE	5801
AE:FOLATE_DEFICIENCY	5802
AE:FOLLICLE_CENTRE_LYMPHOMA,_FOLLICULAR_GRADE_I,_II,_III	5803
AE:FOLLICLE_CENTRE_LYMPHOMA,_FOLLICULAR_GRADE_I,_II,_III_RECURRENT	5804
AE:FOLLICLE_CENTRE_LYMPHOMA,_FOLLICULAR_GRADE_I,_II,_III_REFRACTORY	5805
AE:FOLLICLE_CENTRE_LYMPHOMA,_FOLLICULAR_GRADE_I,_II,_III_STAGE_IV	5806
AE:FOLLICULAR_CYSTITIS	5807
AE:FOLLICULAR_DENDRITIC_CELL_SARCOMA	5808
AE:FOLLICULAR_DISORDER	5809
AE:FOLLICULAR_LYMPHOMA	5810
AE:FOLLICULAR_LYMPHOMA_RECURRENT	5811
AE:FOLLICULAR_LYMPHOMA_REFRACTORY	5812
AE:FOLLICULAR_LYMPHOMA_STAGE_III	5813
AE:FOLLICULAR_LYMPHOMA_STAGE_IV	5814
AE:FOLLICULAR_MUCINOSIS	5815
AE:FOLLICULAR_THYROID_CANCER	5816
AE:FOLLICULITIS	5817
AE:FOLLICULITIS_GENITAL	5818
AE:FONTANELLE_BULGING	5819
AE:FONTANELLE_DEPRESSED	5820
AE:FOOD_ALLERGY	5821
AE:FOOD_AVERSION	5822
AE:FOOD_CONTAMINATION	5823
AE:FOOD_CRAVING	5824
AE:FOOD_INTERACTION	5825
AE:FOOD_INTOLERANCE	5826
AE:FOOD_POISONING	5827
AE:FOOD_PROTEIN-INDUCED_ENTEROCOLITIS_SYNDROME	5828
AE:FOOD_REFUSAL	5829
AE:FOOT_AMPUTATION	5830
AE:FOOT_AND_MOUTH_DISEASE	5831
AE:FOOT_DEFORMITY	5832
AE:FOOT_FRACTURE	5833
AE:FOOT_OPERATION	5834
AE:FOOT_PROSTHESIS_USER	5835
AE:FORAMEN_MAGNUM_STENOSIS	5836
AE:FORAMINOTOMY	5837
AE:FORCED_EXPIRATORY_FLOW_DECREASED	5838
AE:FORCED_EXPIRATORY_VOLUME	5839
AE:FORCED_EXPIRATORY_VOLUME_ABNORMAL	5840
AE:FORCED_EXPIRATORY_VOLUME_DECREASED	5841
AE:FORCED_EXPIRATORY_VOLUME_INCREASED	5842
AE:FORCED_VITAL_CAPACITY_ABNORMAL	5843
AE:FORCED_VITAL_CAPACITY_DECREASED	5844
AE:FORCED_VITAL_CAPACITY_INCREASED	5845
AE:FORCEPS_DELIVERY	5846
AE:FOREARM_FRACTURE	5847
AE:FOREIGN_BODY	5848
AE:FOREIGN_BODY_ASPIRATION	5849
AE:FOREIGN_BODY_EMBOLISM	5850
AE:FOREIGN_BODY_INGESTION	5851
AE:FOREIGN_BODY_IN_EAR	5852
AE:FOREIGN_BODY_IN_EYE	5853
AE:FOREIGN_BODY_IN_GASTROINTESTINAL_TRACT	5854
AE:FOREIGN_BODY_IN_MOUTH	5855
AE:FOREIGN_BODY_IN_REPRODUCTIVE_TRACT	5856
AE:FOREIGN_BODY_IN_RESPIRATORY_TRACT	5857
AE:FOREIGN_BODY_IN_SKIN_OR_SUBCUTANEOUS_TISSUE	5858
AE:FOREIGN_BODY_IN_THROAT	5859
AE:FOREIGN_BODY_IN_UROGENITAL_TRACT	5860
AE:FOREIGN_BODY_REACTION	5861
AE:FOREIGN_BODY_SENSATION_IN_EYES	5862
AE:FORESKIN_OEDEMA	5863
AE:FORMICATION	5864
AE:FOSTER_CARE	5865
AE:FOURNIER'S_GANGRENE	5866
AE:FOVEAL_DEGENERATION	5867
AE:FOVEAL_REFLEX_ABNORMAL	5868
AE:FRACTIONAL_EXCRETION_OF_PHOSPHATE	5869
AE:FRACTIONAL_EXHALED_NITRIC_OXIDE_INCREASED	5870
AE:FRACTURE	5871
AE:FRACTURED_COCCYX	5872
AE:FRACTURED_ISCHIUM	5873
AE:FRACTURED_SACRUM	5874
AE:FRACTURED_SKULL_DEPRESSED	5875
AE:FRACTURE_BLISTERS	5876
AE:FRACTURE_DEBRIDEMENT	5877
AE:FRACTURE_DELAYED_UNION	5878
AE:FRACTURE_DISPLACEMENT	5879
AE:FRACTURE_INFECTION	5880
AE:FRACTURE_MALUNION	5881
AE:FRACTURE_NONUNION	5882
AE:FRACTURE_OF_PENIS	5883
AE:FRACTURE_PAIN	5884
AE:FRACTURE_REDUCTION	5885
AE:FRACTURE_TREATMENT	5886
AE:FRAGILE_X_SYNDROME	5887
AE:FREEMAN-SHELDON_SYNDROME	5888
AE:FREEZING_PHENOMENON	5889
AE:FREE_ANDROGEN_INDEX_DECREASED	5890
AE:FREE_FATTY_ACIDS_INCREASED	5891
AE:FREE_HAEMOGLOBIN_PRESENT	5892
AE:FREE_PROSTATE-SPECIFIC_ANTIGEN_INCREASED	5893
AE:FREE_PROSTATE-SPECIFIC_ANTIGEN_POSITIVE	5894
AE:FRENULUM_BREVE	5895
AE:FREQUENT_BOWEL_MOVEMENTS	5896
AE:FRIEDREICH'S_ATAXIA	5897
AE:FRIGOPHOBIA	5898
AE:FRONTAL_LOBE_EPILEPSY	5899
AE:FRONTOTEMPORAL_DEMENTIA	5900
AE:FROSTBITE	5901
AE:FRUCTOSAMINE_INCREASED	5902
AE:FRUCTOSE_INTOLERANCE	5903
AE:FRUSTRATION	5904
AE:FRUSTRATION_TOLERANCE_DECREASED	5905
AE:FRYNS_SYNDROME	5906
AE:FUCHS'_SYNDROME	5907
AE:FULL_BLOOD_COUNT	5908
AE:FULL_BLOOD_COUNT_ABNORMAL	5909
AE:FULL_BLOOD_COUNT_DECREASED	5910
AE:FULL_BLOOD_COUNT_INCREASED	5911
AE:FULL_BLOOD_COUNT_NORMAL	5912
AE:FULMINANT_TYPE_1_DIABETES_MELLITUS	5913
AE:FUMBLING	5914
AE:FUNCTIONAL_GASTROINTESTINAL_DISORDER	5915
AE:FUNCTIONAL_RESIDUAL_CAPACITY	5916
AE:FUNCTIONAL_RESIDUAL_CAPACITY_ABNORMAL	5917
AE:FUNCTIONAL_RESIDUAL_CAPACITY_DECREASED	5918
AE:FUNCTIONAL_RESIDUAL_CAPACITY_INCREASED	5919
AE:FUNDOSCOPY_ABNORMAL	5920
AE:FUNGAEMIA	5921
AE:FUNGAL_ABSCESS_CENTRAL_NERVOUS_SYSTEM	5922
AE:FUNGAL_BALANITIS	5923
AE:FUNGAL_CYSTITIS	5924
AE:FUNGAL_DISEASE_CARRIER	5925
AE:FUNGAL_ENDOCARDITIS	5926
AE:FUNGAL_FOOT_INFECTION	5927
AE:FUNGAL_INFECTION	5928
AE:FUNGAL_MYOSITIS	5929
AE:FUNGAL_OESOPHAGITIS	5930
AE:FUNGAL_PERITONITIS	5931
AE:FUNGAL_PHARYNGITIS	5932
AE:FUNGAL_RETINITIS	5933
AE:FUNGAL_RHINITIS	5934
AE:FUNGAL_SEPSIS	5935
AE:FUNGAL_SKIN_INFECTION	5936
AE:FUNGAL_TEST	5937
AE:FUNGAL_TEST_POSITIVE	5938
AE:FUNGATING_WOUND	5939
AE:FUNGURIA	5940
AE:FUNISITIS	5941
AE:FURUNCLE	5942
AE:FUSARIUM_INFECTION	5943
AE:FUSOBACTERIUM_INFECTION	5944
AE:GADOLINIUM_DEPOSITION_DISEASE	5945
AE:GAIT_APRAXIA	5946
AE:GAIT_DEVIATION	5947
AE:GAIT_DISTURBANCE	5948
AE:GAIT_INABILITY	5949
AE:GAIT_SPASTIC	5950
AE:GALACTORRHOEA	5951
AE:GALACTOSAEMIA	5952
AE:GALACTOSTASIS	5953
AE:GALECTIN-3_INCREASED	5954
AE:GALLBLADDER_ABSCESS	5955
AE:GALLBLADDER_ADENOCARCINOMA	5956
AE:GALLBLADDER_AGENESIS	5957
AE:GALLBLADDER_CANCER	5958
AE:GALLBLADDER_CANCER_METASTATIC	5959
AE:GALLBLADDER_CANCER_STAGE_0	5960
AE:GALLBLADDER_CANCER_STAGE_I	5961
AE:GALLBLADDER_CANCER_STAGE_II	5962
AE:GALLBLADDER_CANCER_STAGE_III	5963
AE:GALLBLADDER_CANCER_STAGE_IV	5964
AE:GALLBLADDER_CHOLESTEROLOSIS	5965
AE:GALLBLADDER_DISORDER	5966
AE:GALLBLADDER_EMPYEMA	5967
AE:GALLBLADDER_ENLARGEMENT	5968
AE:GALLBLADDER_FIBROSIS	5969
AE:GALLBLADDER_FISTULA	5970
AE:GALLBLADDER_HYPOFUNCTION	5971
AE:GALLBLADDER_INJURY	5972
AE:GALLBLADDER_NECROSIS	5973
AE:GALLBLADDER_NEOPLASM	5974
AE:GALLBLADDER_NON-FUNCTIONING	5975
AE:GALLBLADDER_OBSTRUCTION	5976
AE:GALLBLADDER_OEDEMA	5977
AE:GALLBLADDER_OPERATION	5978
AE:GALLBLADDER_PAIN	5979
AE:GALLBLADDER_PERFORATION	5980
AE:GALLBLADDER_POLYP	5981
AE:GALLBLADDER_RUPTURE	5982
AE:GALLSTONE_ILEUS	5983
AE:GAMBLING	5984
AE:GAMBLING_DISORDER	5985
AE:GAMING_DISORDER	5986
AE:GAMMA-AMINOBUTYRATE_AMINOTRANSFERASE_INCREASED	5987
AE:GAMMA-GLUTAMYLTRANSFERASE	5988
AE:GAMMA-GLUTAMYLTRANSFERASE_ABNORMAL	5989
AE:GAMMA-GLUTAMYLTRANSFERASE_DECREASED	5990
AE:GAMMA-GLUTAMYLTRANSFERASE_INCREASED	5991
AE:GAMMA_RADIATION_THERAPY	5992
AE:GAMMOPATHY	5993
AE:GANGLIOGLIOMA	5994
AE:GANGLIONEUROBLASTOMA	5995
AE:GANGLIONEUROMA	5996
AE:GANGRENE	5997
AE:GANGRENE_NEONATAL	5998
AE:GARDNER-DIAMOND_SYNDROME	5999
AE:GARDNERELLA_INFECTION	6000
AE:GARDNERELLA_TEST_POSITIVE	6001
AE:GASTRECTOMY	6002
AE:GASTRIC_ADENOMA	6003
AE:GASTRIC_ANTRAL_VASCULAR_ECTASIA	6004
AE:GASTRIC_ATONY	6005
AE:GASTRIC_BANDING	6006
AE:GASTRIC_BANDING_REVERSAL	6007
AE:GASTRIC_BYPASS	6008
AE:GASTRIC_CANCER	6009
AE:GASTRIC_CANCER_RECURRENT	6010
AE:GASTRIC_CANCER_STAGE_0	6011
AE:GASTRIC_CANCER_STAGE_I	6012
AE:GASTRIC_CANCER_STAGE_II	6013
AE:GASTRIC_CANCER_STAGE_III	6014
AE:GASTRIC_CANCER_STAGE_IV	6015
AE:GASTRIC_CYST	6016
AE:GASTRIC_DILATATION	6017
AE:GASTRIC_DISORDER	6018
AE:GASTRIC_DYSPLASIA	6019
AE:GASTRIC_FISTULA	6020
AE:GASTRIC_FLUID_ANALYSIS_ABNORMAL	6021
AE:GASTRIC_HAEMORRHAGE	6022
AE:GASTRIC_HYPERMOTILITY	6023
AE:GASTRIC_HYPERTONIA	6024
AE:GASTRIC_HYPOMOTILITY	6025
AE:GASTRIC_ILEUS	6026
AE:GASTRIC_INFARCTION	6027
AE:GASTRIC_INFECTION	6028
AE:GASTRIC_ISCHAEMIA	6029
AE:GASTRIC_LAVAGE	6030
AE:GASTRIC_MUCOSAL_CALCINOSIS	6031
AE:GASTRIC_MUCOSAL_HYPERTROPHY	6032
AE:GASTRIC_MUCOSAL_LESION	6033
AE:GASTRIC_MUCOSA_ERYTHEMA	6034
AE:GASTRIC_NEOPLASM	6035
AE:GASTRIC_NEUROENDOCRINE_CARCINOMA	6036
AE:GASTRIC_OCCULT_BLOOD_POSITIVE	6037
AE:GASTRIC_OPERATION	6038
AE:GASTRIC_PERFORATION	6039
AE:GASTRIC_PH_DECREASED	6040
AE:GASTRIC_PH_INCREASED	6041
AE:GASTRIC_PNEUMATOSIS	6042
AE:GASTRIC_POLYPS	6043
AE:GASTRIC_PROLAPSE	6044
AE:GASTRIC_STENOSIS	6045
AE:GASTRIC_ULCER	6046
AE:GASTRIC_ULCER_HAEMORRHAGE	6047
AE:GASTRIC_ULCER_HAEMORRHAGE,_OBSTRUCTIVE	6048
AE:GASTRIC_ULCER_HELICOBACTER	6049
AE:GASTRIC_ULCER_PERFORATION	6050
AE:GASTRIC_ULCER_PERFORATION,_OBSTRUCTIVE	6051
AE:GASTRIC_ULCER_SURGERY	6052
AE:GASTRIC_VARICES	6053
AE:GASTRIC_VARICES_HAEMORRHAGE	6054
AE:GASTRIC_VOLVULUS	6055
AE:GASTRIC_XANTHOMA	6056
AE:GASTRIN-RELEASING_PEPTIDE_PRECURSOR_INCREASED	6057
AE:GASTRINOMA	6058
AE:GASTRITIS	6059
AE:GASTRITIS_ALCOHOLIC	6060
AE:GASTRITIS_ATROPHIC	6061
AE:GASTRITIS_BACTERIAL	6062
AE:GASTRITIS_EROSIVE	6063
AE:GASTRITIS_FUNGAL	6064
AE:GASTRITIS_HAEMORRHAGIC	6065
AE:GASTRITIS_HYPERTROPHIC	6066
AE:GASTRITIS_VIRAL	6067
AE:GASTROCARDIAC_SYNDROME	6068
AE:GASTRODUODENAL_HAEMORRHAGE	6069
AE:GASTRODUODENAL_ULCER	6070
AE:GASTRODUODENITIS	6071
AE:GASTRODUODENITIS_HAEMORRHAGIC	6072
AE:GASTROENTERITIS	6073
AE:GASTROENTERITIS_ADENOVIRUS	6074
AE:GASTROENTERITIS_AEROMONAS	6075
AE:GASTROENTERITIS_ASTROVIRAL	6076
AE:GASTROENTERITIS_BACTERIAL	6077
AE:GASTROENTERITIS_CLOSTRIDIAL	6078
AE:GASTROENTERITIS_CRYPTOSPORIDIAL	6079
AE:GASTROENTERITIS_EOSINOPHILIC	6080
AE:GASTROENTERITIS_ESCHERICHIA_COLI	6081
AE:GASTROENTERITIS_LISTERIA	6082
AE:GASTROENTERITIS_NOROVIRUS	6083
AE:GASTROENTERITIS_PSEUDOMONAS	6084
AE:GASTROENTERITIS_RADIATION	6085
AE:GASTROENTERITIS_ROTAVIRUS	6086
AE:GASTROENTERITIS_SALMONELLA	6087
AE:GASTROENTERITIS_SAPOVIRUS	6088
AE:GASTROENTERITIS_SHIGELLA	6089
AE:GASTROENTERITIS_STAPHYLOCOCCAL	6090
AE:GASTROENTERITIS_VIRAL	6091
AE:GASTROENTERITIS_YERSINIA	6092
AE:GASTROENTEROPANCREATIC_NEUROENDOCRINE_TUMOUR_DISEASE	6093
AE:GASTROENTEROSTOMY	6094
AE:GASTROINTESTINAL_ADENOCARCINOMA	6095
AE:GASTROINTESTINAL_AMYLOIDOSIS	6096
AE:GASTROINTESTINAL_ANASTOMOTIC_COMPLICATION	6097
AE:GASTROINTESTINAL_ANASTOMOTIC_LEAK	6098
AE:GASTROINTESTINAL_ANASTOMOTIC_STENOSIS	6099
AE:GASTROINTESTINAL_ANGIECTASIA	6100
AE:GASTROINTESTINAL_ANGIODYSPLASIA	6101
AE:GASTROINTESTINAL_ANGIODYSPLASIA_HAEMORRHAGIC	6102
AE:GASTROINTESTINAL_ARTERIOVENOUS_MALFORMATION	6103
AE:GASTROINTESTINAL_BACTERIAL_INFECTION	6104
AE:GASTROINTESTINAL_BACTERIAL_OVERGROWTH	6105
AE:GASTROINTESTINAL_CANCER_METASTATIC	6106
AE:GASTROINTESTINAL_CANDIDIASIS	6107
AE:GASTROINTESTINAL_CARCINOMA	6108
AE:GASTROINTESTINAL_COMPLICATION_ASSOCIATED_WITH_DEVICE	6109
AE:GASTROINTESTINAL_DECOMPRESSION	6110
AE:GASTROINTESTINAL_DILATION_PROCEDURE	6111
AE:GASTROINTESTINAL_DISORDER	6112
AE:GASTROINTESTINAL_DISORDER_CONGENITAL	6113
AE:GASTROINTESTINAL_DISORDER_POSTOPERATIVE	6114
AE:GASTROINTESTINAL_DYSPLASIA	6115
AE:GASTROINTESTINAL_ENDOSCOPIC_THERAPY	6116
AE:GASTROINTESTINAL_EROSION	6117
AE:GASTROINTESTINAL_EXAMINATION_ABNORMAL	6118
AE:GASTROINTESTINAL_FISTULA	6119
AE:GASTROINTESTINAL_FUNGAL_INFECTION	6120
AE:GASTROINTESTINAL_GANGRENE	6121
AE:GASTROINTESTINAL_HAEMORRHAGE	6122
AE:GASTROINTESTINAL_HYPERMOTILITY	6123
AE:GASTROINTESTINAL_HYPOMOTILITY	6124
AE:GASTROINTESTINAL_INFECTION	6125
AE:GASTROINTESTINAL_INFLAMMATION	6126
AE:GASTROINTESTINAL_INJURY	6127
AE:GASTROINTESTINAL_ISCHAEMIA	6128
AE:GASTROINTESTINAL_LYMPHOMA	6129
AE:GASTROINTESTINAL_MALFORMATION	6130
AE:GASTROINTESTINAL_MELANOMA	6131
AE:GASTROINTESTINAL_MELANOSIS	6132
AE:GASTROINTESTINAL_MICROORGANISM_OVERGROWTH	6133
AE:GASTROINTESTINAL_MOTILITY_DISORDER	6134
AE:GASTROINTESTINAL_MUCORMYCOSIS	6135
AE:GASTROINTESTINAL_MUCOSAL_DISORDER	6136
AE:GASTROINTESTINAL_MUCOSAL_EXFOLIATION	6137
AE:GASTROINTESTINAL_MUCOSAL_NECROSIS	6138
AE:GASTROINTESTINAL_MUCOSA_HYPERAEMIA	6139
AE:GASTROINTESTINAL_NECROSIS	6140
AE:GASTROINTESTINAL_NEOPLASM	6141
AE:GASTROINTESTINAL_NEUROENDOCRINE_CARCINOMA	6142
AE:GASTROINTESTINAL_NEUROENDOCRINE_TUMOUR	6143
AE:GASTROINTESTINAL_OBSTRUCTION	6144
AE:GASTROINTESTINAL_OEDEMA	6145
AE:GASTROINTESTINAL_PAIN	6146
AE:GASTROINTESTINAL_PATHOGEN_PANEL	6147
AE:GASTROINTESTINAL_PERFORATION	6148
AE:GASTROINTESTINAL_POLYP	6149
AE:GASTROINTESTINAL_POLYP_HAEMORRHAGE	6150
AE:GASTROINTESTINAL_PROCEDURAL_COMPLICATION	6151
AE:GASTROINTESTINAL_PROTOZOAL_INFECTION	6152
AE:GASTROINTESTINAL_SCARRING	6153
AE:GASTROINTESTINAL_SOUNDS_ABNORMAL	6154
AE:GASTROINTESTINAL_STENOSIS	6155
AE:GASTROINTESTINAL_STOMA_COMPLICATION	6156
AE:GASTROINTESTINAL_STOMA_NECROSIS	6157
AE:GASTROINTESTINAL_STOMA_OUTPUT_ABNORMAL	6158
AE:GASTROINTESTINAL_STOMA_OUTPUT_DECREASED	6159
AE:GASTROINTESTINAL_STOMA_OUTPUT_INCREASED	6160
AE:GASTROINTESTINAL_STROMAL_CANCER	6161
AE:GASTROINTESTINAL_STROMAL_TUMOUR	6162
AE:GASTROINTESTINAL_SUBMUCOSAL_TUMOUR	6163
AE:GASTROINTESTINAL_SURGERY	6164
AE:GASTROINTESTINAL_TELANGIECTASIA	6165
AE:GASTROINTESTINAL_TOXICITY	6166
AE:GASTROINTESTINAL_TRACT_ADENOMA	6167
AE:GASTROINTESTINAL_TRACT_IRRITATION	6168
AE:GASTROINTESTINAL_TRACT_MUCOSAL_DISCOLOURATION	6169
AE:GASTROINTESTINAL_TRACT_MUCOSAL_PIGMENTATION	6170
AE:GASTROINTESTINAL_TUBE_INSERTION	6171
AE:GASTROINTESTINAL_TUBE_REMOVAL	6172
AE:GASTROINTESTINAL_ULCER	6173
AE:GASTROINTESTINAL_ULCER_HAEMORRHAGE	6174
AE:GASTROINTESTINAL_ULCER_PERFORATION	6175
AE:GASTROINTESTINAL_VASCULAR_MALFORMATION	6176
AE:GASTROINTESTINAL_VASCULAR_MALFORMATION_HAEMORRHAGIC	6177
AE:GASTROINTESTINAL_VIRAL_INFECTION	6178
AE:GASTROINTESTINAL_WALL_ABNORMAL	6179
AE:GASTROINTESTINAL_WALL_THICKENING	6180
AE:GASTROINTESTINAL_WALL_THINNING	6181
AE:GASTROLITHIASIS	6182
AE:GASTROOESOPHAGEAL_CANCER	6183
AE:GASTROOESOPHAGEAL_REFLUX_DISEASE	6184
AE:GASTROOESOPHAGEAL_REFLUX_IN_NEONATE	6185
AE:GASTROOESOPHAGEAL_SPHINCTER_INSUFFICIENCY	6186
AE:GASTROPLEURAL_FISTULA	6187
AE:GASTROSCHISIS	6188
AE:GASTROSPLENIC_FISTULA	6189
AE:GASTROSTOMY	6190
AE:GASTROSTOMY_FAILURE	6191
AE:GASTROSTOMY_TUBE_INSERTION	6192
AE:GASTROSTOMY_TUBE_REMOVAL	6193
AE:GASTROSTOMY_TUBE_SITE_COMPLICATION	6194
AE:GAS_GANGRENE	6195
AE:GAS_POISONING	6196
AE:GAUCHER'S_DISEASE	6197
AE:GAUCHER'S_DISEASE_TYPE_I	6198
AE:GAZE_PALSY	6199
AE:GELASTIC_SEIZURE	6200
AE:GELATINOUS_TRANSFORMATION_OF_THE_BONE_MARROW	6201
AE:GEMELLA_INFECTION	6202
AE:GENDER_DYSPHORIA	6203
AE:GENDER_IDENTITY_DISORDER	6204
AE:GENERALISED_ANXIETY_DISORDER	6205
AE:GENERALISED_BULLOUS_FIXED_DRUG_ERUPTION	6206
AE:GENERALISED_ERYTHEMA	6207
AE:GENERALISED_NON-CONVULSIVE_EPILEPSY	6208
AE:GENERALISED_OEDEMA	6209
AE:GENERALISED_ONSET_NON-MOTOR_SEIZURE	6210
AE:GENERALISED_PUSTULAR_PSORIASIS	6211
AE:GENERALISED_TONIC-CLONIC_SEIZURE	6212
AE:GENERAL_ANAESTHESIA	6213
AE:GENERAL_PHYSICAL_CONDITION	6214
AE:GENERAL_PHYSICAL_CONDITION_ABNORMAL	6215
AE:GENERAL_PHYSICAL_CONDITION_DECREASED	6216
AE:GENERAL_PHYSICAL_HEALTH_DETERIORATION	6217
AE:GENERAL_SYMPTOM	6218
AE:GENETIC_POLYMORPHISM	6219
AE:GENE_MUTATION	6220
AE:GENE_MUTATION_IDENTIFICATION_TEST_POSITIVE	6221
AE:GENITALIA_EXTERNAL_AMBIGUOUS	6222
AE:GENITAL_ABSCESS	6223
AE:GENITAL_ANAESTHESIA	6224
AE:GENITAL_ATROPHY	6225
AE:GENITAL_BLISTER	6226
AE:GENITAL_BURNING_SENSATION	6227
AE:GENITAL_CANDIDIASIS	6228
AE:GENITAL_CONTUSION	6229
AE:GENITAL_CYST	6230
AE:GENITAL_DISCHARGE	6231
AE:GENITAL_DISCOLOURATION	6232
AE:GENITAL_DISCOMFORT	6233
AE:GENITAL_DISORDER	6234
AE:GENITAL_DISORDER_FEMALE	6235
AE:GENITAL_DISORDER_MALE	6236
AE:GENITAL_DYSAESTHESIA	6237
AE:GENITAL_EROSION	6238
AE:GENITAL_ERYTHEMA	6239
AE:GENITAL_HAEMORRHAGE	6240
AE:GENITAL_HERPES	6241
AE:GENITAL_HERPES_SIMPLEX	6242
AE:GENITAL_HERPES_ZOSTER	6243
AE:GENITAL_HYPOAESTHESIA	6244
AE:GENITAL_INFECTION	6245
AE:GENITAL_INFECTION_BACTERIAL	6246
AE:GENITAL_INFECTION_FEMALE	6247
AE:GENITAL_INFECTION_FUNGAL	6248
AE:GENITAL_INFECTION_MALE	6249
AE:GENITAL_INFECTION_VIRAL	6250
AE:GENITAL_INJURY	6251
AE:GENITAL_LABIAL_ADHESIONS	6252
AE:GENITAL_LABIAL_OPERATION	6253
AE:GENITAL_LESION	6254
AE:GENITAL_NEOPLASM_MALIGNANT_FEMALE	6255
AE:GENITAL_ODOUR	6256
AE:GENITAL_PAIN	6257
AE:GENITAL_PARAESTHESIA	6258
AE:GENITAL_PROLAPSE	6259
AE:GENITAL_RASH	6260
AE:GENITAL_SWELLING	6261
AE:GENITAL_TRACT_INFLAMMATION	6262
AE:GENITAL_ULCERATION	6263
AE:GENITAL_ULCER_SYNDROME	6264
AE:GENITO-PELVIC_PAIN/PENETRATION_DISORDER	6265
AE:GENITOURINARY_OPERATION	6266
AE:GENITOURINARY_SYMPTOM	6267
AE:GENITOURINARY_TRACT_GONOCOCCAL_INFECTION	6268
AE:GENITOURINARY_TRACT_INFECTION	6269
AE:GENITOURINARY_TRACT_NEOPLASM	6270
AE:GENOTOXICITY	6271
AE:GENOTYPE_DRUG_RESISTANCE_TEST	6272
AE:GENOTYPE_DRUG_RESISTANCE_TEST_POSITIVE	6273
AE:GEOTRICHUM_INFECTION	6274
AE:GERM_CELL_CANCER	6275
AE:GERM_CELL_CANCER_METASTATIC	6276
AE:GERM_CELL_NEOPLASM	6277
AE:GERSTMANN'S_SYNDROME	6278
AE:GESTATIONAL_DIABETES	6279
AE:GESTATIONAL_HYPERTENSION	6280
AE:GESTATIONAL_OEDEMA	6281
AE:GESTATIONAL_TROPHOBLASTIC_DETACHMENT	6282
AE:GESTATIONAL_TROPHOBLASTIC_TUMOUR	6283
AE:GIANOTTI-CROSTI_SYNDROME	6284
